District,Interval_Start,Latitude,Longitude,Precip,Pressure,Humidity_2m,RH_2m,Temp_2m,WetBulbTemp_2m,MaxTemp_2m,MinTemp_2m,TempRange_2m,EarthSkinTemp,WindSpeed_10m,MaxWindSpeed_10m,MinWindSpeed_10m,WindSpeedRange_10m,WindSpeed_50m,MaxWindSpeed_50m,MinWindSpeed_50m,WindSpeedRange_50m,Year,Month
Dadeldhura,5/12/2010,29.3,80.6,3.709027415,85.51924282,9.51381201,59.00637728,18.17879243,8.671220627,24.00977154,13.37971932,10.63022193,17.32523499,2.034406005,3.809223238,0.520137076,3.289379896,2.441671018,4.029778068,0.718988251,3.310770235,2010,5
Dadeldhura,7/22/2014,29.3,80.6,2.847093403,85.58127368,9.621998694,55.78757022,18.80225343,8.513344219,24.84357936,14.02176355,10.82172436,17.90903331,2.081293272,4.06081646,0.505976486,3.554644024,2.495434357,4.271378184,0.704376225,3.566845199,2014,7
Dadeldhura,9/30/2018,29.3,80.6,2.347242888,85.70435449,8.996739606,59.80962801,16.90571116,8.048030635,22.90660832,12.03557987,10.87091904,15.82912473,1.972910284,3.683960613,0.47321663,3.210962801,2.377527352,3.929124726,0.649080963,3.280087527,2018,9
Dailekh,1/1/1981,28.8,81.7,2.630463446,84.74324413,8.242173629,54.02846606,16.5904765,6.116664491,22.72080287,11.65447781,11.06598564,15.81823107,2.209986945,4.175221932,0.637682768,3.537258486,2.540926893,4.130365535,0.84613577,3.284301567,1981,1
Dailekh,3/12/1985,28.8,81.7,2.398015666,84.74862924,7.811488251,48.97313969,17.64312663,5.168903394,24.04523499,12.32383159,11.72140992,17.02887076,2.295091384,4.396749347,0.629086162,3.767624021,2.614562663,4.312800261,0.844634465,3.468178851,1985,3
Dailekh,5/22/1989,28.8,81.7,2.022800261,84.75616841,8.124660574,49.03606397,17.88762402,5.536462141,24.29612272,12.70505875,11.5910248,17.53071802,2.313453003,4.536018277,0.608172324,3.927963446,2.624275457,4.417232376,0.812428198,3.604941253,1989,5
Dailekh,8/1/1993,28.8,81.7,1.33886423,84.74832898,7.878113577,46.2058094,18.0712141,4.862382507,24.69126632,12.78833551,11.90321802,17.85592689,2.372291123,4.772845953,0.582336815,4.190496084,2.660763708,4.62194517,0.778361619,3.843720627,1993,8
Dailekh,10/11/1997,28.8,81.7,1.630633159,84.75577676,7.838224543,46.6861423,17.77224543,4.55558094,24.39052872,12.59517624,11.7951893,17.3097389,2.298172324,4.562460836,0.579556136,3.983067885,2.56616188,4.374144909,0.76502611,3.609079634,1997,10
Dailekh,12/21/2001,28.8,81.7,2.194673629,84.8024282,8.023753264,50.34105091,17.47327676,5.566899478,23.77922977,12.44903394,11.33037206,16.85700392,2.235254569,4.342186684,0.583701044,3.758381201,2.531899478,4.227225849,0.776468668,3.450815927,2001,12
Dailekh,3/2/2006,28.8,81.7,3.366096606,84.77460836,9.120091384,57.74885117,17.4256658,7.797859008,23.19686684,12.66791775,10.52874674,16.66453655,2.129601828,3.950802872,0.625365535,3.325293734,2.444993473,3.889386423,0.830215405,3.059197128,2006,3
Dailekh,5/12/2010,28.8,81.7,4.03113577,84.72652089,9.671677546,61.98840078,17.53753916,8.99555483,22.96624674,13.0433094,9.923178851,16.90052219,2.145248042,4.083818538,0.597127937,3.48674282,2.470561358,4.067950392,0.811142298,3.256951697,2010,5
Dailekh,7/22/2014,28.8,81.7,3.638471587,84.78956238,9.898772044,60.22787067,17.95505552,9.127576747,23.44056172,13.55239059,9.888282169,17.16457871,2.162266492,4.190385369,0.572286088,3.617922926,2.499712606,4.17288047,0.793082952,3.379510124,2014,7
Dailekh,9/30/2018,28.8,81.7,2.95059081,84.90387309,9.314332604,63.85892779,16.27553611,8.589628009,21.67601751,11.86938731,9.806673961,15.28728665,2.059803063,3.894485777,0.582013129,3.312800875,2.391269147,3.927877462,0.773741794,3.154573304,2018,9
Dang,1/1/1981,28,82.4,2.899151436,86.48105091,8.480091384,52.94023499,17.7397846,6.754295039,23.85106397,13.01640992,10.8349282,16.9854765,2.485045692,4.570535248,0.907650131,3.662584856,3.03156658,4.724099217,1.245267624,3.479053525,1981,1
Dang,3/12/1985,28,82.4,2.564536554,86.4814295,8.064281984,48.39146867,18.7512141,5.864751958,25.12881201,13.69217363,11.43659922,18.18802872,2.580620104,4.77323107,0.930953003,3.842545692,3.121625326,4.887284595,1.279347258,3.608159269,1985,3
Dang,5/22/1989,28,82.4,2.370443864,86.49002611,8.433048303,48.90001305,18.95356397,6.323355091,25.25165796,14.04227807,11.20947128,18.55613577,2.589138381,4.851990862,0.892010444,3.959889034,3.121873368,4.937826371,1.233681462,3.704347258,1989,5
Dang,8/1/1993,28,82.4,1.576168407,86.48353133,8.126005222,45.95890339,19.0849282,5.534830287,25.60460836,14.05684726,11.54741514,18.80701044,2.634640992,5.049993473,0.879347258,4.170789817,3.14093342,5.075319843,1.212415144,3.862748042,1993,8
Dang,10/11/1997,28,82.4,1.870182768,86.49178198,8.154928198,46.69819191,18.82012402,5.397610966,25.30958877,13.91917102,11.3904765,18.32175587,2.509086162,4.803518277,0.819497389,3.98363577,2.961964752,4.781671018,1.108420366,3.673113577,1997,10
Dang,12/21/2001,28,82.4,2.321520888,86.54064621,8.278785901,49.60254569,18.55704961,6.255920366,24.82954308,13.75150131,11.07793734,17.95125326,2.493387728,4.685385117,0.842689295,3.842787206,2.987832898,4.749523499,1.151847258,3.597754569,2001,12
Dang,3/2/2006,28,82.4,3.779060052,86.50947781,9.383015666,56.91383812,18.47477807,8.410639687,24.25218016,13.92370757,10.32862272,17.75948433,2.385443864,4.345815927,0.880332898,3.465522193,2.900593995,4.485685379,1.202624021,3.283126632,2006,3
Dang,5/12/2010,28,82.4,4.293785901,86.46261749,9.822016971,60.35457572,18.52791775,9.371429504,24.09475196,14.08186684,10.01296345,17.93546997,2.451259791,4.504406005,0.912362924,3.591664491,2.991455614,4.658851175,1.274503916,3.38368799,2010,5
Dang,7/22/2014,28,82.4,4.175780536,86.52228609,10.09695624,59.07175049,18.95268452,9.611391248,24.50363815,14.65448726,9.849052907,18.20384063,2.426009144,4.480653168,0.871312867,3.609438276,2.974846506,4.650444154,1.233598955,3.416812541,2014,7
Dang,9/30/2018,28,82.4,3.306717724,86.64619256,9.496280088,62.00625821,17.41148796,9.051487965,22.90393873,13.17146608,9.732538293,16.50842451,2.32166302,4.281750547,0.824923414,3.456586433,2.847549234,4.5002407,1.12654267,3.373610503,2018,9
Darchula,1/1/1981,29.9,80.6,1.51671671,73.7964752,6.043413838,54.34444517,8.950979112,-0.85171671,15.4370953,3.700424282,11.73686684,8.515189295,2.305522193,4.906233681,0.389778068,4.516214099,2.269353786,4.339301567,0.480254569,3.859151436,1981,1
Darchula,3/12/1985,29.9,80.6,1.300900783,73.83060052,5.757480418,49.26956266,10.04708225,-1.427193211,16.73295692,4.530261097,12.20278068,9.827682768,2.377447781,5.10348564,0.391964752,4.711409922,2.329007833,4.4995953,0.484745431,4.014843342,1985,3
Darchula,5/22/1989,29.9,80.6,0.919830287,73.83657963,6.049882507,49.71825718,10.40407963,-0.847245431,17.05936684,5.090372063,11.96889687,10.53954308,2.400972585,5.248785901,0.3854047,4.863198433,2.326455614,4.583668407,0.476103133,4.107428198,1989,5
Darchula,8/1/1993,29.9,80.6,1.014543081,73.82715405,6.265248042,51.65322454,10.20569191,-0.516690601,16.74738903,5.012082245,11.7352611,10.25603133,2.383061358,5.219862924,0.388844648,4.831259791,2.310385117,4.554889034,0.4804047,4.074353786,1993,8
Darchula,10/11/1997,29.9,80.6,1.124288512,73.83568538,6.050300261,49.60571149,10.12432115,-1.319314621,16.78847911,4.882552219,11.90585509,9.956083551,2.355966057,5.104438642,0.388779373,4.715456919,2.285704961,4.435130548,0.481436031,3.953642298,1997,10
Darchula,12/21/2001,29.9,80.6,1.619967363,73.8719517,6.096938642,52.93287859,9.730398172,-0.674614883,16.11284595,4.591018277,11.52204961,9.337134465,2.29247389,4.877885117,0.396827676,4.481142298,2.255796345,4.292604439,0.493446475,3.799373368,2001,12
Darchula,3/2/2006,29.9,80.6,2.128994778,73.86210183,6.738035248,57.68214752,9.95787859,0.788805483,15.99845953,4.925613577,11.07293734,9.54020235,2.240822454,4.683322454,0.416031332,4.267513055,2.221194517,4.134353786,0.516821149,3.617447781,2006,3
Darchula,5/12/2010,29.9,80.6,2.643648825,73.81586815,7.313746736,64.16139687,9.878446475,2.29348564,15.54068538,5.096690601,10.44409269,9.510691906,2.255613577,4.716801567,0.412911227,4.303975196,2.255835509,4.242447781,0.518929504,3.723590078,2010,5
Darchula,7/22/2014,29.9,80.6,2.073350751,73.88775963,7.521208361,61.67010451,10.66363161,2.513200523,16.47784455,5.997903331,10.47993468,10.34916395,2.307589811,4.967550621,0.424761594,4.542952319,2.30661659,4.448719791,0.533866754,3.914781189,2014,7
Darchula,9/30/2018,29.9,80.6,1.838774617,73.93866521,6.72809628,64.09772429,8.591684902,1.173873085,14.57765864,3.614485777,10.96299781,7.895273523,2.202450766,4.642888403,0.404398249,4.238774617,2.21452954,4.196630197,0.49892779,3.697789934,2018,9
Dhading,1/1/1981,27.7,85.2,2.091958225,83.87140339,8.153707572,53.22571802,16.23177546,5.145091384,22.10869452,11.75425587,10.35422977,15.69945822,2.148309399,4.545744125,0.518785901,4.02694517,2.297663185,4.115450392,0.703922977,3.411475196,1981,1
Dhading,3/12/1985,27.7,85.2,2.044640992,83.87885117,8.049673629,51.80792428,16.973453,5.024980418,22.90210836,12.33996736,10.56201044,16.58699086,2.196775457,4.552206266,0.541664491,4.01060705,2.337356397,4.10098564,0.725052219,3.375992167,1985,3
Dhading,5/22/1989,27.7,85.2,1.682643603,83.88840731,8.18247389,50.10622715,17.28509791,5.076729765,23.32023499,12.63870104,10.68161227,17.11526762,2.244830287,4.701592689,0.535117493,4.166468668,2.383263708,4.232056136,0.730424282,3.501546997,1989,5
Dhading,8/1/1993,27.7,85.2,1.474686684,83.87944517,8.099275457,49.35943211,17.24340731,4.686847258,23.36599217,12.58291123,10.78302219,17.02935379,2.246318538,4.752441253,0.521468668,4.230939948,2.381651436,4.287989556,0.701618799,3.586468668,1993,8
Dhading,10/11/1997,27.7,85.2,1.518015666,83.88657311,8.204255875,50.27920366,17.11725849,4.717056136,23.19084856,12.61453655,10.57641645,16.78403394,2.196240209,4.677030026,0.528204961,4.148746736,2.309373368,4.170476501,0.70828329,3.46212141,1997,10
Dhading,12/21/2001,27.7,85.2,2.13191906,83.9389295,8.45439295,54.81337467,16.61610313,5.964523499,22.46159922,12.19332898,10.26851828,16.10603133,2.106527415,4.41671671,0.508446475,3.908309399,2.231429504,3.942761097,0.682839426,3.25977154,2001,12
Dhading,3/2/2006,27.7,85.2,2.936605744,83.90940601,9.199980418,59.78324413,16.77279373,7.316703655,22.22520888,12.54671671,9.678204961,16.27115535,2.047956919,4.244112272,0.506077023,3.737956919,2.176109661,3.788453003,0.685750653,3.102578329,2006,3
Dhading,5/12/2010,27.7,85.2,3.355293734,83.86112272,9.528172324,62.23774804,16.7173564,8.030385117,22.06909922,12.54020888,9.528903394,16.27221279,2.101723238,4.335058747,0.551599217,3.783446475,2.255796345,3.942911227,0.741899478,3.201168407,2010,5
Dhading,7/22/2014,27.7,85.2,3.524258654,83.92224037,10.15284128,64.52986283,17.09615937,9.091724363,22.11133899,13.26011757,8.851156107,16.41069236,2.053644677,4.249503592,0.504859569,3.744794252,2.236544742,3.921064664,0.695649902,3.225192685,2014,7
Dhading,9/30/2018,27.7,85.2,2.919846827,84.03098468,9.328621444,64.23752735,15.83888403,7.942275711,21.05822757,11.88238512,9.175820569,15.09770241,1.988884026,4.15463895,0.484398249,3.670809628,2.158862144,3.832538293,0.661378556,3.171334792,2018,9
Dhankuta,1/1/1981,27,87.3,2.398041775,81.91196475,8.501671018,60.12023499,14.5720235,5.560913838,20.31914491,10.20656005,10.11265013,14.25320496,2.248622715,4.995828982,0.438942559,4.556990862,2.285953003,4.404210183,0.595345953,3.808903394,1981,1
Dhankuta,3/12/1985,27,87.3,2.270998695,81.9254047,8.454654047,58.63366188,15.34389034,5.679184073,21.15362272,10.85016319,10.30360966,15.17332245,2.291174935,4.980652742,0.468929504,4.511690601,2.322441253,4.36714752,0.638302872,3.728844648,1985,3
Dhankuta,5/22/1989,27,87.3,1.956827676,81.94012402,8.524033943,57.01243473,15.49364883,5.525489556,21.3587859,10.98231723,10.37644256,15.49438642,2.335894256,5.051586162,0.476272846,4.575411227,2.358955614,4.401266319,0.66035248,3.740685379,1989,5
Dhankuta,8/1/1993,27,87.3,1.480646214,81.92616841,8.240763708,53.83437337,15.72356397,4.841227154,21.82848564,11.07609661,10.75252611,15.81610966,2.38502611,5.251037859,0.460326371,4.790711488,2.402630548,4.614477807,0.633074413,3.981546997,1993,8
Dhankuta,10/11/1997,27,87.3,1.551586162,81.93468668,8.536148825,56.60640992,15.52415144,5.303074413,21.54129243,11.09781984,10.44343995,15.47772846,2.314667102,5.114347258,0.456331593,4.658015666,2.320946475,4.455365535,0.632584856,3.82267624,1997,10
Dhankuta,12/21/2001,27,87.3,2.07558094,81.9851893,8.7820953,61.31801567,15.0697846,6.385254569,20.84461488,10.78112924,10.06368799,14.91738903,2.222669713,4.902369452,0.433916449,4.468400783,2.23444517,4.252911227,0.601612272,3.651220627,2001,12
Dhankuta,3/2/2006,27,87.3,2.437976501,81.95544386,9.181736292,63.28086162,15.44333551,7.135032637,21.05084204,11.21472585,9.836122715,15.35426893,2.214347258,4.849477807,0.43477154,4.414667102,2.222186684,4.205665796,0.595469974,3.610182768,2006,3
Dhankuta,5/12/2010,27,87.3,3.167761097,81.89949086,9.540522193,65.83456919,15.3430483,7.697617493,20.75373368,11.21921018,9.534660574,15.12904047,2.18325718,4.757056136,0.453453003,4.303766319,2.224640992,4.210639687,0.615842037,3.595006527,2010,5
Dhankuta,7/22/2014,27,87.3,3.237015023,81.96728935,10.25982364,69.32991509,15.77133246,9.06525147,20.73957544,12.04153494,8.698145003,15.38645983,2.19572175,4.736250816,0.45649902,4.279647289,2.284350098,4.253246244,0.629797518,3.623670803,2014,7
Dhankuta,9/30/2018,27,87.3,2.626827133,82.06363239,9.406323851,68.81645514,14.50277899,7.810175055,19.70886214,10.59914661,9.109890591,14.05820569,2.103479212,4.62190372,0.40678337,4.21547046,2.166345733,4.12643326,0.557724289,3.568840263,2018,9
Dhanusa,1/1/1981,26.7,85.9,2.553498695,97.90311358,10.44334204,48.5435248,24.64160574,11.44204308,31.30200392,19.21921671,12.08298956,24.68449086,2.754934726,4.431096606,1.192069191,3.238981723,3.993759791,5.862832898,1.777291123,4.085776762,1981,1
Dhanusa,3/12/1985,26.7,85.9,2.957715405,97.88182115,10.55883159,49.75008486,25.18381854,11.75721932,31.70996084,19.74138381,11.96830287,25.26765666,2.768903394,4.442754569,1.193302872,3.249601828,4.00997389,5.901866841,1.786533943,4.115515666,1985,3
Dhanusa,5/22/1989,26.7,85.9,2.106781984,97.88265666,10.29734987,44.36301567,25.93038512,10.99125326,32.62883159,20.32590731,12.30303525,26.21967363,2.882989556,4.613002611,1.26035248,3.352539164,4.111964752,6.074667102,1.888120104,4.186494778,1989,5
Dhanusa,8/1/1993,26.7,85.9,2.252258486,97.87481723,10.36686031,45.66785248,25.64888381,10.94308747,32.39680157,20.21924935,12.17737598,25.85762402,2.822806789,4.620763708,1.200195822,3.420567885,4.062721932,6.002996084,1.821168407,4.18171671,1993,8
Dhanusa,10/11/1997,26.7,85.9,2.119575718,97.89173629,10.71477807,48.07437337,25.20761097,11.42573107,31.86616841,19.89975196,11.96657311,25.35439295,2.79131201,4.441403394,1.217049608,3.224490862,4.011292428,5.886468668,1.830920366,4.055411227,1997,10
Dhanusa,12/21/2001,26.7,85.9,2.483381201,97.96511749,11.00997389,51.61689295,24.81181462,12.87075065,31.24905352,19.58851175,11.66037859,24.87564621,2.653361619,4.255110966,1.136546997,3.11866188,3.85497389,5.733805483,1.709582245,4.02424282,2001,12
Dhanusa,3/2/2006,26.7,85.9,3.446246736,97.91443211,11.76855091,55.74777415,24.89483681,13.95610313,30.96834204,19.88833551,11.07995431,24.91090078,2.545137076,4.061129243,1.115163185,2.945835509,3.712617493,5.495065274,1.674334204,3.820587467,2006,3
Dhanusa,5/12/2010,26.7,85.9,3.367428198,97.85854439,11.97900131,56.98401436,24.83483681,14.34105091,30.95268277,19.7944517,11.15819191,24.98733029,2.722408616,4.325992167,1.312682768,3.013361619,4.015065274,5.79022846,1.981305483,3.80886423,2010,5
Dhanusa,7/22/2014,26.7,85.9,3.24930111,97.89689092,12.57514043,56.85436969,25.47322012,15.04085565,31.42920967,20.67827564,10.75083605,25.39425865,2.609372959,4.193102547,1.146603527,3.046603527,3.837387329,5.672834749,1.759170477,3.913847159,2014,7
Dhanusa,9/30/2018,26.7,85.9,2.448993435,98.08223195,11.48345733,55.32989059,24.53901532,13.90428884,30.74037199,19.61660832,11.12391685,24.58676149,2.62345733,4.22107221,1.177811816,3.043522976,3.862954048,5.777899344,1.776870897,4.001159737,2018,9
Dolkha,1/1/1981,27.6,86.2,1.588577023,70.5706201,6.152415144,59.77825065,7.002741514,-1.5075,12.9488577,2.54828329,10.40084204,6.842447781,2.401977807,5.486644909,0.468831593,5.017859008,2.30348564,4.717565274,0.585450392,4.132062663,1981,1
Dolkha,3/12/1985,27.6,86.2,1.592650131,70.6060248,6.154353786,58.58962794,7.721801567,-1.268701044,13.67381201,3.179810705,10.49407311,7.682362924,2.442460836,5.446011749,0.495483029,4.950528721,2.334046997,4.657571802,0.614778068,4.042787206,1985,3
Dolkha,5/22/1989,27.6,86.2,1.295065274,70.61488903,6.335502611,57.92986292,7.965842037,-1.01310705,14.02376632,3.430593995,10.59311358,8.23328329,2.504778068,5.629086162,0.468694517,5.160509138,2.363785901,4.77229765,0.582023499,4.190502611,1989,5
Dolkha,8/1/1993,27.6,86.2,1.113165796,70.60634465,6.25022846,56.41642298,7.972310705,-1.43020235,14.13051567,3.377206266,10.75330287,8.237003916,2.505274151,5.712180157,0.450215405,5.261546997,2.361409922,4.85883812,0.557441253,4.301344648,1993,8
Dolkha,10/11/1997,27.6,86.2,1.147872063,70.6143799,6.247832898,56.15498042,8.04151436,-1.590013055,14.16946475,3.565359008,10.60406005,8.148381201,2.455345953,5.601090078,0.463720627,5.137389034,2.314105744,4.750698433,0.57462141,4.176096606,1997,10
Dolkha,12/21/2001,27.6,86.2,1.616096606,70.64686031,6.36156658,60.61457572,7.527212794,-0.897310705,13.47415796,3.115789817,10.35834204,7.382317232,2.390796345,5.367715405,0.480633159,4.887140992,2.270169713,4.565548303,0.594477807,3.971031332,2001,12
Dolkha,3/2/2006,27.6,86.2,1.933453003,70.63772846,6.767389034,63.44511749,7.971024804,0.08522846,13.69793081,3.639725849,10.0580483,7.904288512,2.388374674,5.295972585,0.501801567,4.794164491,2.281063969,4.503237598,0.618603133,3.884556136,2006,3
Dolkha,5/12/2010,27.6,86.2,2.366840731,70.59481723,7.046527415,66.24307441,7.863126632,0.719614883,13.44184073,3.528335509,9.913479112,7.779497389,2.421579634,5.314765013,0.513857702,4.800913838,2.338577023,4.584765013,0.646077023,3.938831593,2010,5
Dolkha,7/22/2014,27.6,86.2,2.600372306,70.66757675,7.600091444,70.53009144,8.260097975,2.014343566,13.40458524,4.31163292,9.093004572,7.988785108,2.327289353,5.152390594,0.465480078,4.686995428,2.261306336,4.478229915,0.582325278,3.895983018,2014,7
Dolkha,9/30/2018,27.6,86.2,1.908030635,70.70954048,6.729212254,68.28205689,6.89131291,0.27249453,12.28763676,2.80595186,9.481728665,6.488315098,2.268752735,5.145164114,0.40678337,4.73868709,2.201728665,4.514135667,0.497921225,4.016455142,2018,9
Dolpa,1/1/1981,29,82.9,1.78593342,61.92314621,4.580234987,62.33289164,0.051997389,-6.554993473,6.471788512,-5.010672324,11.48246736,-0.225065274,2.516318538,5.615156658,0.502408616,5.112637076,2.58212141,5.25174282,0.634804178,4.616925587,1981,1
Dolpa,3/12/1985,29,82.9,1.568779373,61.98087467,4.472075718,57.73263055,1.125013055,-6.601781984,7.796684073,-4.165150131,11.96151436,1.334046997,2.623994778,5.866063969,0.499830287,5.366129243,2.662310705,5.450567885,0.622793734,4.828022193,1985,3
Dolpa,5/22/1989,29,82.9,1.165541775,61.98604439,4.679366841,56.74592689,1.710437337,-6.233622715,8.434334204,-3.481729765,11.91603786,2.375966057,2.720463446,6.129020888,0.493642298,5.635359008,2.745966057,5.660032637,0.623988251,5.036129243,1989,5
Dolpa,8/1/1993,29,82.9,0.873903394,61.97434726,4.581925587,54.41681462,1.75883812,-6.697761097,8.608759791,-3.391631854,12.0004047,2.482584856,2.726475196,6.289112272,0.465430809,5.823857702,2.733655352,5.791664491,0.591344648,5.200280679,1993,8
Dolpa,10/11/1997,29,82.9,1.080248042,61.98900131,4.498505222,53.31608355,1.691422977,-7.108890339,8.557617493,-3.518740209,12.07641645,2.202708877,2.674125326,6.128355091,0.476403394,5.652056136,2.693237598,5.646886423,0.601723238,5.045339426,1997,10
Dolpa,12/21/2001,29,82.9,1.593701044,62.01003264,4.530032637,57.49312663,1.026155352,-6.709889034,7.658355091,-4.150319843,11.80872063,1.171951697,2.580124021,5.791873368,0.491690601,5.300398172,2.617911227,5.358557441,0.613368146,4.745130548,2001,12
Dolpa,3/2/2006,29,82.9,2.601781984,62.0201893,5.033178851,64.07284595,1.226370757,-5.1279047,7.339543081,-3.745137076,11.08436031,1.193146214,2.446279373,5.440659269,0.488237598,4.952584856,2.507160574,5.051729765,0.60944517,4.442251958,2006,3
Dolpa,5/12/2010,29,82.9,2.933668407,61.9806658,5.335724543,68.51056136,1.058955614,-4.392291123,7.040718016,-3.866109661,10.90699086,0.948237598,2.547624021,5.550920366,0.517003916,5.033798956,2.629856397,5.206762402,0.655502611,4.55118799,2010,5
Dolpa,7/22/2014,29,82.9,2.765003266,62.05943828,5.581783148,68.40873285,1.86268452,-3.689418681,7.804741999,-2.866074461,10.6710516,1.823455258,2.501508818,5.48988243,0.525754409,4.964245591,2.581528413,5.119203135,0.660097975,4.459000653,2014,7
Dolpa,9/30/2018,29,82.9,2.335689278,62.04597374,4.8702407,69.645186,-0.311181619,-5.532341357,5.657002188,-5.260678337,10.91770241,-0.965054705,2.408971554,5.346214442,0.456455142,4.889934354,2.51678337,5.088161926,0.569628009,4.518949672,2018,9
Doti,1/1/1981,29.2,80.9,2.073870757,83.468453,7.649406005,51.04317885,15.89298303,4.475894256,22.53358355,10.47239556,12.06124021,15.06888381,2.186011749,4.263831593,0.487708877,3.776305483,2.484536554,4.254673629,0.643022193,3.611710183,1981,1
Doti,3/12/1985,29.2,80.9,1.859125326,83.4770235,7.243577023,46.19398825,16.97283943,3.596429504,23.84065274,11.22255875,12.61808094,16.27413185,2.251181462,4.457506527,0.483942559,3.973322454,2.538903394,4.420221932,0.63752611,3.782669713,1985,3
Doti,5/22/1989,29.2,80.9,1.407584856,83.48437337,7.544406005,46.20112924,17.28133159,4.047519582,24.12920366,11.7154047,12.41391645,16.88726501,2.268531332,4.588766319,0.462056136,4.126488251,2.538616188,4.506925587,0.61368799,3.89308094,1989,5
Doti,8/1/1993,29.2,80.9,1.206951697,83.47741514,7.621037859,46.21449086,17.23477154,4.035267624,24.08370104,11.72139034,12.36234334,16.84444517,2.278218016,4.644862924,0.451553525,4.19310705,2.535274151,4.55578329,0.596390339,3.959295039,1993,8
Doti,10/11/1997,29.2,80.9,1.401964752,83.48560705,7.47020235,45.67122715,16.9787141,3.431605744,23.90503264,11.49145561,12.41372715,16.38172324,2.238446475,4.497441253,0.466390339,4.031031332,2.487127937,4.374046997,0.609882507,3.763890339,1997,10
Doti,12/21/2001,29.2,80.9,1.989875979,83.53056789,7.606357702,49.1402611,16.67370757,4.363028721,23.28584856,11.32637728,11.95973238,15.89109008,2.172114883,4.274301567,0.466129243,3.8079047,2.449680157,4.225972585,0.610535248,3.615796345,2001,12
Doti,3/2/2006,29.2,80.9,2.833074413,83.50431462,8.548655352,55.18793081,16.74051567,6.288968668,22.9160248,11.57221279,11.34370757,15.8807376,2.094915144,3.998355091,0.49406658,3.504262402,2.388139687,3.988994778,0.650124021,3.338857702,2006,3
Doti,5/12/2010,29.2,80.9,3.450646214,83.45578982,9.197865535,60.51255875,16.77498042,7.794308094,22.55190601,11.94140339,10.61038512,16.02885117,2.099530026,4.066279373,0.472389034,3.59404047,2.410456919,4.115045692,0.635874674,3.479321149,2010,5
Doti,7/22/2014,29.2,80.9,2.732932724,83.51909863,9.29836708,57.10507511,17.42423906,7.618804703,23.42128674,12.62341607,10.79790333,16.6605356,2.155689092,4.335558459,0.470783801,3.864774657,2.471979099,4.36369693,0.639288047,3.724389288,2014,7
Doti,9/30/2018,29.2,80.9,2.287352298,83.62763676,8.690743982,61.38380744,15.5014442,7.122428884,21.44199125,10.60442013,10.83763676,14.50592998,2.041728665,3.940809628,0.448971554,3.491597374,2.358862144,4.010919037,0.603282276,3.408161926,2018,9
Gorkha,1/1/1981,28,84.6,1.757140992,73.75996084,6.624301567,58.68231723,9.19247389,0.211605744,14.99711488,4.698577023,10.29847258,9.134373368,2.227056136,4.947669713,0.311031332,4.636684073,2.027225849,3.978922977,0.381651436,3.597415144,1981,1
Gorkha,3/12/1985,28,84.6,1.611971279,73.7887141,6.476377285,55.6731658,10.0047846,-0.013903394,15.95664491,5.315319843,10.64140992,10.11740862,2.295881201,5.030593995,0.318015666,4.712650131,2.077800261,4.016703655,0.390097911,3.626625326,1985,3
Gorkha,5/22/1989,28,84.6,1.42654047,73.79828982,6.757206266,55.86923629,10.25722585,0.44593342,16.19312663,5.71191906,10.48109008,10.59979765,2.349902089,5.189033943,0.325685379,4.863387728,2.119575718,4.136488251,0.40267624,3.733733681,1989,5
Gorkha,8/1/1993,28,84.6,1.190496084,73.79028068,6.657819843,54.52203655,10.21045039,0.046455614,16.22420366,5.597956919,10.62612924,10.52807441,2.331775457,5.226677546,0.323335509,4.903348564,2.099915144,4.166951697,0.402571802,3.764295039,1993,8
Gorkha,10/11/1997,28,84.6,1.247624021,73.79696475,6.659582245,54.27295039,10.24821802,-0.185724543,16.26278721,5.730835509,10.53186684,10.41843995,2.313877285,5.174614883,0.326298956,4.848113577,2.071657963,4.105894256,0.398178851,3.707571802,1997,10
Gorkha,12/21/2001,28,84.6,1.792930809,73.83402089,6.780776762,58.77258486,9.720476501,0.609686684,15.56730418,5.230515666,10.33680809,9.65426893,2.224719321,4.89845953,0.319497389,4.578857702,2.007219321,3.885411227,0.390535248,3.494986945,2001,12
Gorkha,3/2/2006,28,84.6,2.495907311,73.8208812,7.377748042,63.40740209,10.03706919,1.90848564,15.54554178,5.700835509,9.844667102,9.969007833,2.174843342,4.728753264,0.332650131,4.396285901,1.978368146,3.752278068,0.409791123,3.342382507,2006,3
Gorkha,5/12/2010,28,84.6,3.08654047,73.77842037,7.70406658,66.42991514,10.0045235,2.697872063,15.33597911,5.709732376,9.626462141,9.980887728,2.20194517,4.794556136,0.331912533,4.462748042,2.015763708,3.869947781,0.414699739,3.455326371,2010,5
Gorkha,7/22/2014,28,84.6,4.130633573,73.84825604,8.319849771,70.96058785,10.2363096,3.947439582,15.15459177,6.330516003,8.823847159,9.861136512,2.093481385,4.50751143,0.33427825,4.173442195,1.951796212,3.67926192,0.417165251,3.262220771,2014,7
Gorkha,9/30/2018,28,84.6,3.401597374,73.90347921,7.562691466,71.24201313,8.720525164,2.56380744,13.84838074,4.615251641,9.232800875,8.204835886,2.043238512,4.416849015,0.332056893,4.084923414,1.904420131,3.623107221,0.397330416,3.225514223,2018,9
