Latitude,Longitude,Year,Month,Drought_Index,temp_2m_lag1,precip_lag1,wetbulb_diff,avg_windspeed,max_avg_windspeed,Temp_2m_scaled,Pressure_scaled,Humidity_2m_scaled,WetBulbTemp_2m_scaled,EarthSkinTemp_scaled,WindSpeed_10m_scaled,Heat_Stress_Index_scaled
29.5,80.5,2006,3,1.1273878204813066,9.730398172,1.619967363,9.169073107,2.2310084855,4.40883812,0.4621965647012497,0.4143343739858032,0.34601840237794473,0.4468001921108814,0.4451329097348068,0.18617107995566484,0.46169783416692856
29.5,80.5,2010,5,1.022635214129451,9.95787859,2.128994778,7.584960835,2.2557245430000004,4.479624674,0.45960615098349,0.41325706638005655,0.4087066914024659,0.5050668728217833,0.4441844978690799,0.19580420400209309,0.460999584576139
29.5,80.5,2014,7,1.161449306364018,9.878446475,2.643648825,8.150431087,2.3071032005000003,4.708135206,0.4852123474782577,0.4149322356114997,0.43129685084965225,0.5135750311008946,0.4711314606328366,0.22965515024790406,0.4867414110597229
29.5,80.5,2018,9,1.1404445654151996,10.66363161,2.073350751,7.4178118170000005,2.208490153,4.4197593,0.41764271050119606,0.41611840483940754,0.34493616429241697,0.4617114082344331,0.39226789632453374,0.16118046697956867,0.4180292166462995
29.6,81.2,1981,1,1.1015435580003479,8.591684902,1.838774617,8.007506527,2.4916808095,5.206915796500001,0.27821567160169447,0.27463922463489854,0.18682885616999184,0.273318320651045,0.2738540490286301,0.3635506445187633,0.2768339888847546
29.6,81.2,1985,3,1.1766639013136695,4.31631201,1.332362924,9.576416449,2.5785770235000003,5.446527415,0.3151960678238842,0.2757183574361466,0.16381801301508542,0.2564755628306916,0.3201936497680764,0.4249076070209137,0.3123782932763943
29.6,81.2,1989,5,1.266133217091218,5.450274151,1.14022846,9.539216711,2.608994778,5.627304177499999,0.3301580539385166,0.2758608729790406,0.18951481684961152,0.2756821809915353,0.34736970881787255,0.4531608025704357,0.3277861103933861
29.6,81.2,1993,8,1.2765147461029789,5.90906658,0.764889034,9.398498694,2.598658616,5.6841579630000005,0.32717148933839957,0.27561356213425836,0.19845333003677995,0.2775849976142738,0.34403862455839285,0.4488076169235862,0.32512320899574143
29.6,81.2,1997,10,1.2460804042938949,5.817486945,0.697545692,10.03654047,2.5599151435,5.5040013055,0.3242753944607109,0.275879580941665,0.17917468562544853,0.24943883182035137,0.3340952992088767,0.4215619455492372,0.3217212150862503
29.6,81.2,2001,12,1.144660503186211,5.728681462,0.836272846,8.993759791,2.4917330285,5.243812010499999,0.3087043876091655,0.27657345046049775,0.1841542676834826,0.2713298166464331,0.311159927121893,0.36698132895171276,0.3066167490874455
29.6,81.2,2006,3,1.0305797901069733,5.251214099,1.268746736,7.525744125000001,2.425600522,4.994810705,0.3142407077546237,0.27653983685111716,0.25117534747426046,0.334750632993237,0.3124523769165154,0.3153722716239644,0.3140050682498303
29.6,81.2,2010,5,0.9651200655540626,5.420979112,1.871331593,6.1606201039999995,2.4588413835000003,5.057219321,0.3118625253223597,0.2755513542613801,0.3035178192325076,0.38478930018556556,0.3090417863429151,0.3335162137623968,0.31321120573283046
29.6,81.2,2014,7,1.0593057951499916,5.34805483,2.189112272,6.696564337,2.5012998040000003,5.240022861,0.33943499902922625,0.27732515069179775,0.3250897887369821,0.39677560316603994,0.3393422647851128,0.3610038900473125,0.34084897382884394
29.6,81.2,2018,9,1.0153338187966519,6.193533638,1.85354017,5.953894967,2.3954485775,4.9677789935,0.2669910790074111,0.2777073086020123,0.24661019893115893,0.33951335255752296,0.25129170938727147,0.286291281665392,0.26759399409144025
28.1,81.7,1981,1,1.3316982998813491,3.972122538,1.710109409,12.231312008,2.843658616,4.5028100525,0.8331994100859301,0.8426068241763223,0.620763250047282,0.7687540801469509,0.8016866813401036,0.3274328068157222,0.8331240614311984
28.1,81.7,1985,3,1.4301664435463564,21.3342624,2.968727154,14.417937337000001,2.9366808095,4.679889034,0.8688270182183822,0.8422273405631544,0.5633814924077256,0.7263848153117785,0.8429187871596523,0.3854015963655595,0.8663352102779197
28.1,81.7,1989,5,1.4810928362530864,22.42674282,2.652160574,14.261083553,2.9407898175,4.717969974,0.8769216087829361,0.8423830884821681,0.602673706555996,0.7420704139271606,0.8558833530563776,0.3898950704195312,0.87541576992568
28.1,81.7,1993,8,1.6582430229932101,22.67495431,2.436390339,15.315926896,2.9590698435,4.848492167,0.8837034306980527,0.842251980352906,0.563045303139865,0.7092758957182393,0.8669813031152426,0.4132254249186089,0.8808955833394133
28.1,81.7,1997,10,1.580837973909657,22.88291123,1.578139687,14.911077022999997,2.7816514359999998,4.5601501305,0.8696274089810865,0.8425675830555717,0.5721465802760679,0.7082390527741429,0.8463574881930157,0.31870517978170554,0.8673762361470339
28.1,81.7,2001,12,1.4861419735771442,22.4512859,1.897167102,13.598674932,2.8066971279999997,4.529353786,0.8612882309107963,0.8437798011064492,0.5948162588354333,0.7491579507686739,0.8349303946754159,0.3199890292322929,0.85987366510625
28.1,81.7,2006,3,1.2287775513610084,22.19557441,2.332199739,11.24680157,2.7020822454999998,4.25964752,0.8570727685106004,0.8428932239839764,0.7289771150224436,0.8352255197898586,0.8281113111870128,0.24990443969612564,0.8596803335717887
28.1,81.7,2010,5,1.121369212386992,22.06631201,3.607467363,10.210750650000001,2.776618799,4.4133289815,0.8581705385462791,0.8417266351215984,0.7853261386077823,0.8766486846265866,0.8319332789398399,0.2877950101796285,0.8624084085230956
28.1,81.7,2014,7,1.1466854295912183,22.09997389,4.154079634,10.631567599999999,2.7375440885,4.4065969955,0.8720242129363472,0.8430031728475789,0.8077320039339948,0.8768032054716268,0.8390820969080485,0.26372916616531894,0.8766341907199109
28.1,81.7,2018,9,1.252429158731049,22.52478119,4.096335728,9.15140043,2.5978227575000004,4.228905908,0.8179091822881214,0.8468004435053103,0.7554048367636721,0.8698635739685825,0.7818332323343832,0.18787286453062246,0.8220980004298875
27.2,85.0,1981,1,1.493445018609353,20.86540481,3.291028446,13.15441253,2.870244778,4.522852480499999,0.8968279238579532,0.9115178576723597,0.6853620609810538,0.8085618223790113,0.8767763146034249,0.2989415465838694,0.8973379006090956
27.2,85.0,1985,3,1.489448571247118,23.28535901,2.47444517,13.83549609,2.881449086,4.5260835505,0.9179052361850495,0.9111211869763123,0.6806085005941482,0.8072153416719668,0.9000651646945184,0.3083876192037087,0.9178419743648986
27.2,85.0,1989,5,1.62057363569817,23.93167102,2.60075718,14.877721930999998,3.0037793735,4.710097911,0.9373781480700021,0.9111940417064432,0.6700800180681183,0.7899790286091173,0.9258977974342651,0.38088261568371706,0.9366052714490057
27.2,85.0,1993,8,1.6312628211229359,24.5287859,2.038296345,14.853165793999999,2.9378524805,4.7113936035,0.9311644758630268,0.9110428566596767,0.6727020104201018,0.7835517145139199,0.9172863604358192,0.3454917259928816,0.9305963970189736
27.2,85.0,1997,10,1.6152532340644892,24.33825065,1.953146214,14.160698434999999,2.878971932,4.545234987,0.9186455976731627,0.9113669767083366,0.6997208271576261,0.7955014431788439,0.9025340563926165,0.3127493072769407,0.9191277243305673
27.2,85.0,2001,12,1.507913585929602,23.95437337,1.97073107,12.311233679999999,2.769063316,4.3651631855,0.9050536420238491,0.9129404268833925,0.72983784496892,0.8509801233753735,0.8857177341884009,0.24179323043389322,0.9066989398854333
27.2,85.0,2006,3,1.2904977986850685,23.53759138,2.442996084,10.778531330000002,2.628407311,4.1390894255,0.903500756276047,0.911903273112654,0.835063676684821,0.90848800301588,0.8820165995525802,0.16269618616191206,0.9082646277692649
27.2,85.0,2010,5,1.2592154902594688,23.48997389,3.530430809,10.075567880000001,2.7488120105,4.3108975195,0.9007621849811542,0.9106842102873784,0.8678311170586532,0.9324574762349981,0.8826685934936572,0.22455478530787243,0.9065435949058379
27.2,85.0,2014,7,1.2780646758846919,23.40599869,3.674223238,10.007224039999999,2.7049673414999997,4.2760450685,0.9195509787641127,0.9116805440372371,0.9274473407240993,0.9574141217115887,0.8934203858216254,0.19441980904481682,0.9266944244811433
27.2,85.0,2018,9,1.3617197120036375,23.98213586,3.673919007,9.648468269999999,2.6802407,4.273862144500001,0.8809003662435307,0.9157230100093079,0.8336400624336375,0.9254120730672665,0.8576540126543396,0.17749802931601466,0.886087626976816
28.3,81.4,1981,1,1.416983326365812,22.79695842,3.057789934,13.081481724999998,2.74468342,4.3958518275,0.8835073775063713,0.9009052440980057,0.6463790273189502,0.7955689314992049,0.8526764579430132,0.24927101707157617,0.8831480120996229
28.3,81.4,1985,3,1.5073937573850005,22.87689948,2.79252611,15.279543083,2.8315926895,4.5644614885,0.919669289001804,0.9003554112348251,0.5869424635940799,0.7533912627148034,0.893059797406597,0.3004762146820006,0.9168221934902927
28.3,81.4,1989,5,1.580829926483593,23.98576371,2.51924282,15.295052222999999,2.8454503915,4.6115469975,0.9309179727479456,0.900445148732079,0.6210027760548131,0.7661475651753703,0.9106925800287282,0.31113386710508917,0.9288384620084701
28.3,81.4,1993,8,1.7361104815721111,24.33069191,2.205966057,16.203681466,2.867353133,4.716116188,0.9380727426701586,0.9003015685500619,0.5878536574229019,0.7394578325888346,0.9218438142205266,0.33451948705001655,0.9348736059440306
28.3,81.4,1997,10,1.6572945570046058,24.55008486,1.459765013,15.706357704999999,2.6985770235000004,4.4413674935,0.9205282190120146,0.9007306360584892,0.5968319731226239,0.7378833580177835,0.8982451199672283,0.246193179100209,0.9179535366990007
28.3,81.4,2001,12,1.5473180959694783,24.01210183,1.768426893,14.220071806,2.7075163184999997,4.3954830285,0.9101535791533547,0.9019862020947551,0.626686720866831,0.7831187276939608,0.883730495738592,0.23847307624136493,0.908668157844751
28.3,81.4,2006,3,1.2967200134297656,23.6939752,2.270182768,11.78915796,2.596308747,4.124631201,0.9046709020374896,0.9010473034002775,0.7693610566604414,0.8707423196691562,0.8747676785555248,0.16688357677376797,0.9074834205050731
28.3,81.4,2010,5,1.1869845304430022,23.52585509,3.504980418,10.53913185,2.6876533945,4.2944125325,0.9045623384488436,0.8997903684091315,0.8369137838385889,0.9190189605745148,0.8775239678276472,0.2109850892971321,0.9093586306683
28.3,81.4,2014,7,1.3068403470423173,23.52252611,4.057238903,11.82050947,2.6734519925,4.3670019595000005,0.926258842961478,0.9009766816394422,0.8248291144834909,0.8951621526010566,0.8957151901582884,0.20450163455972237,0.9302541076763469
28.3,81.4,2018,9,1.3782949733899055,24.18782495,3.562749837,9.745864330000002,2.4921225385,4.0889824945,0.8650369665407964,0.9052802279287548,0.7882047792288835,0.9028040813157656,0.830796482851914,0.10618529278224109,0.8692179553960703
27.7,85.5,1981,1,1.244941556285218,22.31052516,2.894376368,9.838818537,2.203048303,4.659719321,0.5339149856762668,0.5093062746909522,0.4070698119711896,0.5060248529981903,0.5134420590669303,0.16747873880523367,0.5337310219337619
27.7,85.5,1985,3,1.273517385499146,12.15704308,1.898093995,10.541246737,2.2527937335,4.635979111999999,0.5577562007370499,0.5097662178990006,0.4008236563290711,0.507133734018345,0.5413057744427578,0.2015730250802692,0.5568983307086394
27.7,85.5,1989,5,1.3523843946913083,12.88810705,1.87424282,10.660306793,2.2835998694999997,4.7803524804999995,0.566503237604422,0.5099972541421469,0.41833890597382667,0.5129096721294744,0.5584976010326026,0.22920555197045456,0.5659791197752319
27.7,85.5,1993,8,1.390470985897085,13.15632507,1.521005222,11.066951693,2.295166449,4.864464752,0.5663254909722535,0.509792682884253,0.4089021502841937,0.4969518453741612,0.5571216593078678,0.23588412094859468,0.5655282209440854
27.7,85.5,1997,10,1.382826850719896,13.15087467,1.328244125,11.084001302,2.2370300260000002,4.7563218015,0.5650408211877083,0.5099446284873985,0.4146351375496951,0.4947661844890491,0.5516864894189465,0.2023254803716228,0.5644381585124022
27.7,85.5,2001,12,1.250262992053652,13.11148172,1.360280679,9.552669711,2.165590731,4.5218570494999994,0.5483752374066774,0.5109677893256388,0.43594939745004996,0.5342759163482543,0.5279713678712947,0.15024879545431813,0.5487407923303399
27.7,85.5,2006,3,1.140177303190382,12.60045039,1.944131854,8.633237602000001,2.140469974,4.3902839425,0.5573636687714275,0.5104851834482058,0.4996803709663728,0.5805526787242254,0.5383579567420509,0.12955841015502978,0.5594136638843471
27.7,85.5,2010,5,1.0552829539429114,12.8760705,2.543981723,7.9575979089999995,2.2146083555000002,4.488720626499999,0.5558874158764557,0.5094162412635883,0.5309545055883382,0.604962974528966,0.5382039788805819,0.16806964994914675,0.5588851656240399
27.7,85.5,2014,7,1.0731720906689564,12.83080287,2.964210183,7.226531682999999,2.1571685175,4.4267112995,0.569058840486957,0.5109715823209631,0.593285201810241,0.6489124809682594,0.5452064942266969,0.12591019190832786,0.5736138637749011
27.7,85.5,2018,9,1.1589169951948133,13.23468975,2.940444154,7.390021883999999,2.087516411,4.362297593,0.5272978367019623,0.5128073202897181,0.4992359968502203,0.5929938416069304,0.501502535176061,0.08262814721252809,0.5299535948294343
27.7,84.4,1981,1,1.464763671124611,11.95413567,2.298118162,12.977245427000001,2.500499347,4.214392950500001,0.8427398128367253,0.8420179021172567,0.6225081649319981,0.7511972605657354,0.8183192364854235,0.17138555260284494,0.8425192929929812
27.7,84.4,1985,3,1.5188934088776032,21.62680809,2.346455614,14.214601832000001,2.5394125325,4.269875979,0.8677971538272128,0.8417457993248445,0.5969556453824236,0.733035826612944,0.8469868260049995,0.2003231846839355,0.8663113801621013
27.7,84.4,1989,5,1.5730647133054005,22.39516319,2.2,14.525926888,2.622467363,4.3689817235,0.8798272825878645,0.8418962240482455,0.615416205326444,0.7352649631005821,0.863773778736377,0.24422064157922274,0.8786354193824879
27.7,84.4,1993,8,1.6319072971453554,22.76405352,1.987708877,14.789562660000001,2.5934758485,4.394565927,0.8772028097338144,0.8417436700465997,0.6053966267815583,0.7219396861053016,0.8601456472546083,0.2322111202944841,0.8757710553898378
27.7,84.4,1997,10,1.6080261188715448,22.68357702,1.678061358,14.415215409000002,2.506974543,4.244206919,0.8681850027573921,0.8420426940648862,0.621467612910154,0.7257278784979811,0.847769302550657,0.1887812909887534,0.8674102616680778
27.7,84.4,2001,12,1.4911488263710342,22.40705614,1.752937337,12.681351175,2.4125489555,4.0586357705000005,0.8550221928449595,0.8434680009526647,0.6490536158054594,0.7772396613868844,0.8311772344376639,0.12605545607474267,0.8553275476946808
27.7,84.4,2006,3,1.254529858246086,22.00343342,2.275411227,10.84562664,2.304366841,3.8571148825000003,0.8524984075357541,0.8425420305515634,0.7647375647454355,0.8453287984542228,0.8265866359084939,0.06103824688369475,0.8562490888298676
27.7,84.4,2010,5,1.151425923499188,21.92604439,3.454693211,9.880731070000001,2.3413218015000004,3.9868178850000002,0.8505589499306693,0.8413409153655471,0.8112048974231869,0.8803901154842214,0.8263309150070177,0.08044053119356587,0.8557125847763555
27.7,84.4,2014,7,0.9622583834386725,21.86657311,3.964321149,9.13148269,2.32280209,3.869905291,0.8589416303347297,0.8425130984183502,0.8898321321359131,0.9193574670762008,0.8234882588841805,0.050109330261822516,0.8662291279770806
27.7,84.4,2018,9,1.1178019520643176,22.12361855,4.959503592,8.61181619,2.2339059079999997,3.7915098465,0.8175366813869853,0.846189611410777,0.806363167069287,0.8903159218068459,0.7826630580558707,0.0,0.8232279383089081
29.3,80.6,1981,1,1.3560784211996944,20.85398249,3.967352298,11.926932112000001,2.315930157,4.0744092685,0.7018361225928994,0.6864702233377837,0.4765359048963061,0.6245578400840646,0.6641090622773423,0.10511425212791048,0.7002337655874457
29.3,80.6,1985,3,1.4379033840773805,17.30615535,2.184151436,13.903100525,2.3719060055,4.2346246735,0.7368759970586841,0.6865487055792843,0.42927465378410273,0.5896403467668254,0.7023920921865636,0.14307284137119836,0.7331661442660682
29.3,80.6,1989,5,1.5366308911806903,18.38061358,1.948466057,13.697708875999998,2.373916449,4.3120463445,0.746403840404118,0.6867100812426814,0.46487091780253337,0.6089073758072527,0.7210729316056967,0.14931779181403582,0.7435420441596943
29.3,80.6,1993,8,1.5504984490556317,18.67277415,1.499112272,13.448374669,2.3617362925,4.302232376,0.742607944389612,0.6865557020455335,0.4816142824668502,0.6140551923272632,0.7158303391354497,0.14549175009014492,0.7403154100146484
29.3,80.6,1997,10,1.5083446815868322,18.55637728,1.410130548,13.787578328,2.317127937,4.163309399499999,0.7339126351707697,0.6867689430403134,0.46437196458563806,0.5905950410107136,0.7013486501103636,0.12083928489611862,0.7312932899362753
29.3,80.6,2001,12,1.3754058003201144,18.28974543,1.578681462,12.549771543999999,2.2860966055,4.019135117499999,0.724748799343806,0.6878448816911806,0.4789468015602018,0.6276461255587134,0.6865747386067755,0.09120446296952323,0.7227455859671026
29.3,80.6,2006,3,1.2281524342426189,18.00874674,2.202212794,10.984451694999997,2.2161129245,3.810538512,0.7293995805434111,0.6871513164881049,0.5761858272536291,0.6937834097259528,0.6907717916634067,0.04413139182766068,0.730152981656568
29.3,80.6,2010,5,1.0818387214624035,18.1513577,2.967447781,9.507571803000001,2.2380385115,3.919500653,0.7302942728342439,0.6859616087157203,0.6482682263797299,0.7520359355940234,0.6953296648513208,0.051736712907253235,0.7331436691417527
29.3,80.6,2014,7,1.2732703601141169,18.17879243,3.709027415,10.288909211,2.2883638145000003,4.166097322,0.7506263756227466,0.6874070120941449,0.6600484987150224,0.7459223876656312,0.7140918784554082,0.08227332998555048,0.7534028614782036
29.3,80.6,2018,9,1.3106445490962062,18.80225343,2.847093403,8.857680525,2.175218818,3.8065426694999998,0.6887769698437478,0.6902749623142974,0.5919650519873576,0.7279037556638447,0.6472474088534161,0.011685939972869708,0.6908292980930685
28.8,81.7,1981,1,1.2441430890195175,16.90571116,2.347242888,10.473812009000001,2.375456919,4.1527937335,0.6784966419489498,0.6678797841500264,0.5098015880992681,0.6531142438032893,0.646897306482703,0.16608861000177755,0.6783504347016557
28.8,81.7,1985,3,1.3246141688269366,16.5904765,2.630463446,12.474223236,2.4548270235,4.354774804,0.7128253179102221,0.6680052645349057,0.4629049566832572,0.6164134918380243,0.6858050588403428,0.22151520727831153,0.7105969478325505
28.8,81.7,1989,5,1.4070703470811716,17.64312663,2.398015666,12.351161879,2.46886423,4.476625326500001,0.7207987854807688,0.6681809374465584,0.4970057823709752,0.6306467015034244,0.7019335147919563,0.23347371465603062,0.7194065972045328
28.8,81.7,1993,8,1.5488232987719253,17.88762402,2.022800261,13.208831593,2.5165274155,4.6973955615000005,0.726785964113449,0.6679982680686563,0.470159680237846,0.6045438898026919,0.7123851349420175,0.27179365213600604,0.7244830683559526
28.8,81.7,1997,10,1.4811553922271745,18.0712141,1.33886423,13.216664490000003,2.432167102,4.4683028725,0.7170360972749749,0.6681718114690505,0.46581622810179807,0.5926634188183235,0.6948316487717128,0.22352175385355122,0.7148064602994818
28.8,81.7,2001,12,1.359439804948993,17.77224543,1.630633159,11.906377282000001,2.3835770235,4.2847062665,0.7072862304365006,0.6692588534508053,0.4860181492494923,0.6318253457411507,0.6802815719561403,0.18254484232102097,0.7058498472045578
28.8,81.7,2006,3,1.1253520136036346,17.47327676,2.194673629,9.627806792000001,2.2872976505000002,3.9200946475,0.7057335576428868,0.6686106133534857,0.6053966267815583,0.7182162016374803,0.6740960215973161,0.11373560046033604,0.7078308864062287
28.8,81.7,2010,5,0.9969857689850515,17.4256658,3.366096606,8.541984330000002,2.3079047,4.075884465,0.7093819344536499,0.6674901099202286,0.6654579482353042,0.7645953339232363,0.6816801698099682,0.123925625945146,0.7131659666567268
28.8,81.7,2014,7,1.0885480808443024,17.53753916,4.03113577,8.827478772999998,2.330989549,4.1816329195,0.7229978391331751,0.6689590623517592,0.6901858993414365,0.769707702056021,0.6901664649260486,0.13500935771642109,0.72722698704968
28.8,81.7,2018,9,1.1703249833266172,17.95505552,3.638471587,7.685908101000001,2.2255361049999998,3.9111816194999998,0.6682259106895267,0.6716226573176216,0.6265472377970462,0.7488763730788566,0.6298337208596093,0.06827724266475221,0.6717156162513577
28.0,82.4,1981,1,1.2282876201188517,16.27553611,2.95059081,10.985489561000001,2.758306136,4.6473172325,0.7159774954824647,0.7083730449376615,0.535708066084132,0.6778056145102092,0.6844104464418157,0.34522815403140217,0.7158197990714329
28.0,82.4,1985,3,1.3276952640649418,17.7397846,2.899151436,12.886462142,2.851122715,4.830257832499999,0.7489618979668605,0.7083818665994128,0.49043125575528773,0.6433592755735956,0.7230582822590024,0.407473608041921,0.7467972203780844
28.0,82.4,1989,5,1.3728228984832838,18.7512141,2.564536554,12.630208879000001,2.8555058745000004,4.8949086165,0.7555608646321054,0.7085821793008162,0.5305856213877844,0.6611180545401546,0.7348885717008605,0.413021369290532,0.7544382278948382
28.0,82.4,1993,8,1.5347757754747162,18.95356397,2.370443864,13.550097913,2.887787206,5.062656658,0.7598448712132588,0.7084308420961714,0.4971521989081075,0.6305835101896142,0.7429512261915328,0.4426561912171272,0.7576533533669954
28.0,82.4,1997,10,1.4677762969853747,19.0849282,1.576168407,13.422513054000001,2.735525457,4.7925946475,0.7512091653606311,0.7086230934591895,0.5003015747964297,0.6252698796968625,0.7273560290441694,0.36088516869110276,0.7492877640771345
