District,Interval_Start,Latitude,Longitude,Precip,Pressure,Humidity_2m,RH_2m,Temp_2m,WetBulbTemp_2m,MaxTemp_2m,MinTemp_2m,TempRange_2m,EarthSkinTemp,WindSpeed_10m,MaxWindSpeed_10m,MinWindSpeed_10m,WindSpeedRange_10m,WindSpeed_50m,MaxWindSpeed_50m,MinWindSpeed_50m,WindSpeedRange_50m,Year,Month,Heat_Stress_Index,Drought_Index,is_monsoon,is_winter,temp_2m_lag1,precip_lag1,wetbulb_diff,avg_windspeed,max_avg_windspeed
Mahottari,2010-05-12,26.7,85.8,3.367428198,97.85854439,11.97900131,56.98401436,24.83483681,14.34105091,30.95268277,19.7944517,11.15819191,24.98733029,2.722408616,4.325992167,1.312682768,3.013361619,4.015065274,5.79022846,1.981305483,3.80886423,2010,5,26.032736941,1.3667131048081287,0,0,24.89483681,3.446246736,10.493785899999999,3.368736945,5.0581103135
Mahottari,2014-07-22,26.7,85.8,3.24930111,97.89689092,12.57514043,56.85436969,25.47322012,15.04085565,31.42920967,20.67827564,10.75083605,25.39425865,2.609372959,4.193102547,1.146603527,3.046603527,3.837387329,5.672834749,1.759170477,3.913847159,2014,7,26.730734163,1.4109808481749808,1,0,24.83483681,3.367428198,10.432364470000001,3.223380144,4.932968647999999
Mahottari,2018-09-30,26.7,85.8,2.448993435,98.08223195,11.48345733,55.32989059,24.53901532,13.90428884,30.74037199,19.61660832,11.12391685,24.58676149,2.62345733,4.22107221,1.177811816,3.043522976,3.862954048,5.777899344,1.776870897,4.001159737,2018,9,25.687361053,1.5393811770404993,1,0,25.47322012,3.24930111,10.634726480000001,3.243205689,4.999485777
Makwanpur,1981-01-01,27.4,85.0,2.449967363,93.98631854,9.710809399,48.85398172,22.60042428,9.70479765,28.87817885,17.70739556,11.17077676,22.22129896,2.39517624,4.121932115,0.924993473,3.197140992,3.242395561,4.769980418,1.359869452,3.410339426,1981,1,23.571505219899997,1.4759671596837691,0,1,24.53901532,2.448993435,12.895626629999999,2.8187859005,4.4459562665
Makwanpur,1985-03-12,27.4,85.0,2.590926893,93.97246736,9.689503916,48.90542428,23.23618799,9.735443864,29.47874021,18.24523499,11.23347911,22.93740209,2.408022193,4.107486945,0.918701044,3.188439948,3.247101828,4.776533943,1.354765013,3.421690601,1985,3,24.2051383816,1.4687190861988126,0,0,22.60042428,2.449967363,13.500744126,2.8275620105,4.442010443999999
Makwanpur,1989-05-22,27.4,85.0,1.992016971,93.9771671,9.586912533,44.90267624,23.80749347,9.279314621,30.22667755,18.71836815,11.50827676,23.72622063,2.506592689,4.257859008,0.971331593,3.286494778,3.356436031,4.957989556,1.445802872,3.512199739,1989,5,24.7661847233,1.6062378451184256,0,0,23.23618799,2.590926893,14.528178849000001,2.93151436,4.607924282
Makwanpur,1993-08-01,27.4,85.0,1.915169713,93.96900783,9.593577023,45.37133159,23.64692559,9.069693211,30.12436684,18.63328329,11.49103786,23.49133812,2.47194517,4.32517624,0.930737598,3.394190601,3.308785901,4.947996084,1.370156658,3.578009138,1993,8,24.6062832923,1.6162561418808679,1,0,23.80749347,1.992016971,14.577232378999998,2.8903655355,4.636586162
Makwanpur,1997-10-11,27.4,85.0,1.918218016,93.98172324,9.8375,47.27584204,23.29002611,9.380339426,29.68186684,18.44272193,11.23943211,23.05465405,2.418994778,4.160763708,0.934680157,3.226109661,3.240691906,4.778263708,1.381932115,3.396409922,1997,10,24.27377611,1.6040119466603149,0,0,23.64692559,1.915169713,13.909686683999999,2.829843342,4.469513708
Makwanpur,2001-12-21,27.4,85.0,2.430626632,94.04868799,10.13335509,51.13221932,22.85471932,10.84140992,29.00414491,18.07958877,10.92468668,22.50909269,2.303368146,3.916677546,0.880267624,3.03616188,3.120326371,4.640013055,1.304680157,3.335339426,2001,12,23.868054829000002,1.4880994064920015,0,1,23.29002611,1.918218016,12.0133094,2.7118472584999997,4.2783453005
Makwanpur,2006-03-02,27.4,85.0,3.456357702,94.00479112,11.0446671,56.50436684,22.84896214,12.26044386,28.56570496,18.32936684,10.23631854,22.45032637,2.197624021,3.73404047,0.843544386,2.890437337,2.986618799,4.412258486,1.250215405,3.162310705,2006,3,23.95342885,1.2842973326313893,0,0,22.85471932,2.430626632,10.58851828,2.59212141,4.0731494779999995
Makwanpur,2010-05-12,27.4,85.0,3.605398172,93.9518342,11.32975849,58.40309399,22.77593342,12.83808094,28.48592037,18.26806789,10.21772846,22.48412533,2.304941253,3.915058747,0.973296345,2.941651436,3.153041775,4.609164491,1.453413838,3.155744125,2010,5,23.908909269000002,1.252330236726038,0,0,22.84896214,3.456357702,9.937852480000002,2.728991514,4.262111619
Makwanpur,2014-07-22,27.4,85.0,3.529039843,93.99728282,11.89391901,58.44915741,23.35715219,13.54386022,28.83477466,19.1126192,9.722103201,22.82787067,2.252717178,3.84747224,0.869771391,2.977798824,3.096361855,4.599614631,1.319706074,3.280084912,2014,7,24.546544091,1.2864423774207583,1,0,22.77593342,3.605398172,9.813291970000002,2.6745395165000003,4.2235434355
Makwanpur,2018-09-30,27.4,85.0,2.896630197,94.16299781,10.99113786,58.27862144,22.21857768,12.60870897,27.91319475,17.88669584,10.02656455,21.75323851,2.222013129,3.815251641,0.857549234,2.95750547,3.062231947,4.598052516,1.274835886,3.323129103,2018,9,23.317691466,1.3748490129611535,1,0,23.35715219,3.529039843,9.609868709999999,2.6421225379999997,4.2066520785
Manang,1981-01-01,28.6,84.2,1.483798956,61.43186684,4.658374674,62.98456266,0.007336815,-6.708642298,6.503733681,-5.091736292,11.59544386,0.207597911,2.668981723,5.787552219,0.61633812,5.171409922,2.712493473,5.285313316,0.851005222,4.434314621,1981,1,0.47317428240000003,0.9309596496778737,0,1,22.21857768,2.896630197,6.715979113,2.690737598,5.5364327675
Manang,1985-03-12,28.6,84.2,1.30191906,61.4869517,4.564451697,58.92586815,0.890678851,-6.77017624,7.577689295,-4.43323107,12.0110705,1.329758486,2.725326371,5.920084856,0.612989556,5.307043081,2.728714099,5.355639687,0.828413838,4.527206266,1985,3,1.3471240207,0.9958712546929585,0,0,0.007336815,1.483798956,7.660855090999999,2.727020235,5.6378622714999995
Manang,1989-05-22,28.6,84.2,1.174262402,61.49367493,4.860189295,59.84153394,1.334073107,-6.111148825,8.013772846,-3.822650131,11.83653394,2.12093342,2.771847258,6.057003916,0.591377285,5.465574413,2.761416449,5.437872063,0.805528721,4.632232376,1989,5,1.8200920365,1.0356717618179867,0,0,0.890678851,1.30191906,7.445221932,2.7666318535,5.7474379895
Manang,1993-08-01,28.6,84.2,0.963074413,61.48473238,4.759438642,57.93530026,1.286449086,-6.537578329,8.030110966,-3.86229765,11.89240862,2.058087467,2.74191906,6.158015666,0.554667102,5.603511749,2.708518277,5.502167102,0.754464752,4.747800261,1993,8,1.7623929502,1.0760408594403197,1,0,1.334073107,1.174262402,7.824027415,2.7252186685,5.830091383999999
Manang,1997-10-11,28.6,84.2,1.035332898,61.49707572,4.716390339,56.65268277,1.374667102,-6.826468668,8.171155352,-3.809536554,11.98052872,2.056103133,2.731227154,6.074438642,0.57462141,5.50002611,2.713374674,5.439295039,0.782402089,4.656951697,1997,10,1.8463061359000001,1.0645740144118037,0,0,1.286449086,0.963074413,8.20113577,2.722300914,5.7568668405
Manang,2001-12-21,28.6,84.2,1.471958225,61.51772193,4.692232376,60.57449086,0.66810705,-6.64075718,7.321096606,-4.552043081,11.87317885,0.910881201,2.669569191,5.772715405,0.616109661,5.156638381,2.671383812,5.204020888,0.818218016,4.385711488,2001,12,1.1373302876,0.9548589313369333,0,1,1.374667102,1.035332898,7.308864229999999,2.6704765015,5.488368146499999
Manang,2006-03-02,28.6,84.2,2.134490862,61.52633159,5.118746736,65.0964295,1.104073107,-5.345750653,7.373315927,-3.965861619,11.33928851,1.321057441,2.582291123,5.547114883,0.627695822,4.919321149,2.606533943,5.006507833,0.840515666,4.165972585,2006,3,1.6159477806,0.837559451964609,0,0,0.66810705,1.471958225,6.449823759999999,2.594412533,5.276811358
Manang,2010-05-12,28.6,84.2,2.784334204,61.48857702,5.34787859,68.16921018,1.059980418,-4.724105744,7.149229765,-3.92845953,11.07785901,1.324314621,2.661325065,5.675365535,0.650646214,5.024640992,2.700137076,5.165822454,0.868146214,4.297956919,2010,5,1.594768277,0.7071233644278503,0,0,1.104073107,2.134490862,5.784086162,2.6807310705000003,5.4205939945
Manang,2014-07-22,28.6,84.2,4.224467668,61.56911822,5.763233181,73.58449379,1.247165251,-3.620881777,6.917824951,-3.484683214,10.40265839,0.92346179,2.40630307,5.088674069,0.609274984,4.479242325,2.467086871,4.670920967,0.799745265,3.871149575,2014,7,1.8234885691,0.42735186716237616,1,0,1.059980418,2.784334204,4.868047028,2.4366949704999996,4.879797518
Manang,2018-09-30,28.6,84.2,3.394595186,61.55628009,5.068424508,74.31113786,-0.710043764,-5.453916849,5.167396061,-5.708293217,10.87547046,-1.368358862,2.44428884,5.163763676,0.611247265,4.552275711,2.538621444,4.826345733,0.807002188,4.0197593,2018,9,-0.2032013132,0.528259130242585,1,0,1.247165251,4.224467668,4.743873085,2.491455142,4.9950547045
Morang,1981-01-01,26.5,87.3,3.061781984,93.91576371,10.54672977,54.82201697,22.01148172,11.11667755,27.85090731,17.33426893,10.51649478,21.5731201,2.365522193,4.216037859,0.889373368,3.326592689,3.079614883,4.677996084,1.286370757,3.391762402,1981,1,23.066154696999998,1.3353115590669384,0,1,-0.710043764,3.394595186,10.894804169999999,2.722568538,4.4470169715
Morang,1985-03-12,26.5,87.3,2.882845953,93.90141645,10.4707376,53.67011749,22.81652742,11.16265013,28.73481723,18.01782637,10.71704961,22.58041123,2.426912533,4.245900783,0.938968668,3.306886423,3.157493473,4.754817232,1.355659269,3.399046997,1985,3,23.86360118,1.3970854135646782,0,0,22.01148172,3.061781984,11.65387729,2.792203003,4.5003590075
Morang,1989-05-22,26.5,87.3,2.353302872,93.91537859,10.41064621,50.88164491,23.10993473,10.72686031,29.10345953,18.2268342,10.87646214,22.99665144,2.486501305,4.233655352,0.990855091,3.243022193,3.216788512,4.75964752,1.453798956,3.305646214,1989,5,24.150999351,1.5117716783933974,0,0,22.81652742,2.882845953,12.38307442,2.8516449085,4.4966514360000005
Morang,1993-08-01,26.5,87.3,1.86676893,93.89512402,10.07903394,48.28327023,23.37712141,10.0614752,29.62010444,18.41658616,11.20353786,23.35292428,2.531703655,4.485456919,0.973426893,3.512010444,3.269875979,4.943218016,1.399229765,3.543994778,1993,8,24.385024804,1.6170652495135442,1,0,23.10993473,2.353302872,13.31564621,2.9007898169999997,4.7143374675
Morang,1997-10-11,26.5,87.3,2.039830287,93.91334856,10.68695822,52.97691906,22.79553525,11.03205614,28.83935379,18.09327023,10.74613577,22.62157963,2.43633812,4.312186684,0.936951697,3.375084856,3.124549608,4.690907311,1.384627937,3.306109661,1997,10,23.864231072,1.5637449444105482,0,0,23.37712141,1.86676893,11.76347911,2.780443864,4.5015469975
Morang,2001-12-21,26.5,87.3,2.668426893,93.9837141,11.04806136,57.48093995,22.33103786,12.44237598,28.0714752,17.80931462,10.2623107,22.06992167,2.307597911,4.049073107,0.891638381,3.157238903,2.973988251,4.453289817,1.327023499,3.126279373,2001,12,23.435843996,1.4238163745645145,0,1,22.79553525,2.039830287,9.888661879999999,2.640793081,4.251181462
Morang,2006-03-02,26.5,87.3,3.144281984,93.93362924,11.44914491,59.23553525,22.63153394,13.02142298,28.17646214,18.2029047,9.973596606,22.41627937,2.249308094,3.990665796,0.868844648,3.121912533,2.896331593,4.378798956,1.27477154,3.104118799,2006,3,23.776448431000002,1.3391557065514559,0,0,22.33103786,2.668426893,9.61011096,2.5728198435,4.1847323759999995
Morang,2010-05-12,26.5,87.3,3.883746736,93.86701044,11.83581593,61.30707572,22.49107702,13.49368146,27.98548303,18.17581593,9.80944517,22.21601175,2.307891645,4.068968668,0.93017624,3.138766319,3.056560052,4.593146214,1.347565274,3.245796345,2010,5,23.674658613,1.1877865850189457,0,0,22.63153394,3.144281984,8.99739556,2.6822258485,4.3310574410000005
Morang,2014-07-22,26.5,87.3,3.550365774,93.91875898,12.5544742,62.58691052,23.10792946,14.5688243,28.28963423,19.10261267,9.187106466,22.67466362,2.289497061,4.084807315,0.857426519,3.227380797,3.019562378,4.601077727,1.291397779,3.309562378,2014,7,24.36337688,1.2740814719220606,1,0,22.49107702,3.883746736,8.539105160000002,2.6545297195,4.3429425209999994
Morang,2018-09-30,26.5,87.3,2.972035011,94.08203501,11.64466083,62.16382932,21.96921225,13.60800875,27.37617068,17.82636761,9.549868709,21.54612691,2.233763676,3.930919037,0.840547046,3.090371991,2.943676149,4.435623632,1.238249453,3.197461707,2018,9,23.133678333000002,1.3517484419871895,1,0,23.10792946,3.550365774,8.361203500000002,2.5887199125,4.1832713345000005
Mugu,1981-01-01,29.5,82.1,1.28616188,61.51360313,4.379673629,62.21582898,-0.70613577,-7.242924282,6.084660574,-6.187780679,12.27243473,-0.718896867,2.719667102,6.044490862,0.472212794,5.571990862,2.873740209,5.850411227,0.634112272,5.216429504,1981,1,-0.2681684071,0.9469243705581947,0,1,21.96921225,2.972035011,6.536788511999999,2.7967036555,5.9474510445
Mugu,1985-03-12,29.5,82.1,1.094634465,61.57291775,4.265137076,56.90894909,0.41863577,-7.376977807,7.446233681,-5.23136423,12.67770888,0.88651436,2.820750653,6.301866841,0.446808094,5.854960836,2.946801567,6.069197128,0.587924282,5.48116188,1985,3,0.8451494776000001,1.0216244898534161,0,0,-0.70613577,1.28616188,7.795613577,2.8837761100000003,6.1855319845
Mugu,1989-05-22,29.5,82.1,0.7254047,61.57810052,4.442917755,55.79071149,1.051442559,-6.993792428,8.09345953,-4.441037859,12.53432768,1.971866841,2.900084856,6.525744125,0.473218016,6.052663185,3.010424282,6.236233681,0.625796345,5.610365535,1989,5,1.4957343345,1.1155558964201024,0,0,0.41863577,1.094634465,8.045234987,2.955254569,6.380988903
Mugu,1993-08-01,29.5,82.1,0.635385117,61.56574413,4.452950392,55.31847258,1.007721932,-7.124340731,8.089131854,-4.404353786,12.49346606,1.937245431,2.892199739,6.641142298,0.45785248,6.183544386,2.991325065,6.336109661,0.615620104,5.720319843,1993,8,1.4530169711999998,1.1319995695579363,1,0,1.051442559,0.7254047,8.132062663,2.941762402,6.4886259795
Mugu,1997-10-11,29.5,82.1,0.778165796,61.58191253,4.329125326,53.46109008,0.920287206,-7.709112272,8.055039164,-4.591272846,12.6462859,1.643061358,2.826416449,6.442336815,0.448074413,5.994340731,2.937225849,6.153087467,0.600254569,5.552787206,1997,10,1.3531997386,1.1008052792097855,0,0,1.007721932,0.635385117,8.629399478,2.881821149,6.297712141
Mugu,2001-12-21,29.5,82.1,1.197643603,61.60210183,4.362278068,57.67819191,0.287539164,-7.279836815,7.168844648,-5.197284595,12.36629243,0.685274151,2.752349869,6.144458225,0.451808094,5.692813316,2.881599217,5.899288512,0.591873368,5.307402089,2001,12,0.7237669708000001,0.9969012236711925,0,1,0.920287206,0.778165796,7.567375979,2.816974543,6.0218733685
Mugu,2006-03-02,29.5,82.1,1.836657963,61.61222585,4.854138381,64.27212141,0.517532637,-5.71229765,6.938426893,-4.781109661,11.71960183,0.783453003,2.629902089,5.845110966,0.442650131,5.402395561,2.782356397,5.62058094,0.597917755,5.022532637,2006,3,1.0029464751,0.8775531666134394,0,0,0.287539164,1.197643603,6.229830287,2.7061292430000004,5.732845953
Mugu,2010-05-12,29.5,82.1,2.074719321,61.56981723,5.240855091,70.59158616,0.375620104,-4.668009138,6.529993473,-4.777441253,11.30738251,0.520234987,2.781109661,5.987030026,0.531351175,5.455567885,2.972062663,5.820874674,0.717637076,5.103302872,2010,5,0.8997056131000001,0.8256684265076559,0,0,0.517532637,1.836657963,5.043629242000001,2.8765861619999997,5.90395235
Mugu,2014-07-22,29.5,82.1,1.799529719,61.65061398,5.405852384,67.93308948,1.339621163,-4.264807315,7.572011757,-3.683585892,11.25548661,1.658765513,2.757230568,6.023742652,0.539660353,5.484108426,2.936721097,5.829738733,0.715460483,5.114271718,2014,7,1.8802064014,0.9117330433647244,1,0,0.375620104,2.074719321,5.604428477999999,2.8469758325,5.9267406925
Mugu,2018-09-30,29.5,82.1,1.690415755,61.63452954,4.735492341,70.75549234,-1.00619256,-5.95750547,5.251969365,-6.280350109,11.53223195,-1.31678337,2.666214442,5.86190372,0.489824945,5.371816193,2.878708972,5.775929978,0.658402626,5.11761488,2018,9,-0.5326433258999999,0.8568919815083625,1,0,1.339621163,1.799529719,4.95131291,2.7724617069999997,5.818916849
Mustang,1981-01-01,28.9,83.8,1.795456919,63.11303525,4.880776762,63.09684073,1.113629243,-5.952911227,7.506279373,-3.839706266,11.34596606,0.842049608,2.500150131,5.459608355,0.608002611,4.851736292,2.455842037,4.843655352,0.780150131,4.063328982,1981,1,1.6017069192000002,0.9051715474514623,0,1,-1.00619256,1.690415755,7.0665404700000005,2.477996084,5.1516318535
Mustang,1985-03-12,28.9,83.8,1.530215405,63.16515013,4.761977807,58.53881201,2.069758486,-6.062395561,8.657859008,-3.111455614,11.76921018,2.102956919,2.589862924,5.640998695,0.621997389,5.01904047,2.515483029,4.974033943,0.78002611,4.194020888,1985,3,2.5459562667,0.9890046907641914,0,0,1.113629243,1.795456919,8.132154047,2.5526729765000002,5.307516319
Mustang,1989-05-22,28.9,83.8,1.380234987,63.17274151,5.061932115,59.36616841,2.495509138,-5.432839426,9.081912533,-2.560208877,11.64193211,2.9075,2.619144909,5.779255875,0.588407311,5.191083551,2.528629243,5.047930809,0.752767624,4.295287206,1989,5,3.0017023495000004,1.032661222834179,0,0,2.069758486,1.530215405,7.928348564,2.573887076,5.413593342
Mustang,1993-08-01,28.9,83.8,1.089758486,63.16396214,4.943590078,57.18203655,2.439373368,-5.9154047,9.110208877,-2.631468668,11.74162533,2.814360313,2.610104439,5.89752611,0.561370757,5.336148825,2.50214752,5.139471279,0.705894256,4.433746736,1993,8,2.9337323758,1.0884920260715751,1,0,2.495509138,1.380234987,8.354778068,2.5561259795,5.5184986945
Mustang,1997-10-11,28.9,83.8,1.175110966,63.1754047,4.891925587,55.98152089,2.503531332,-6.242793734,9.246168407,-2.593407311,11.83977154,2.806207572,2.597558747,5.823955614,0.575345953,5.248524804,2.503694517,5.081148825,0.740261097,4.340848564,1997,10,2.9927238907000002,1.0736412990256234,0,0,2.439373368,1.089758486,8.746325066,2.550626632,5.452552219499999
Mustang,2001-12-21,28.9,83.8,1.676710183,63.19844648,4.862943864,59.65140339,1.844001305,-6.036697128,8.42689295,-3.24464752,11.671547,1.697741514,2.528093995,5.515522193,0.609295039,4.906657963,2.450300261,4.832062663,0.763361619,4.068603133,2001,12,2.3302956914,0.9525622015846285,0,1,2.503531332,1.175110966,7.880698433,2.489197128,5.1737924280000005
Mustang,2006-03-02,28.9,83.8,2.6920953,63.20410574,5.353942559,65.04824413,2.200522193,-4.643041775,8.358289817,-2.725535248,11.08379896,2.003315927,2.446527415,5.26328329,0.638394256,4.624967363,2.394105744,4.627265013,0.799719321,3.827480418,2006,3,2.7359164489,0.7626283588975721,0,0,1.844001305,1.676710183,6.843563968,2.4203165794999997,4.9452741515
Mustang,2010-05-12,28.9,83.8,3.433727154,63.1662141,5.594908616,68.38336162,2.115254569,-4.00689295,8.113505222,-2.748270235,10.86178198,1.962813316,2.510587467,5.378857702,0.653668407,4.725150131,2.466827676,4.766044386,0.818609661,3.947513055,2010,5,2.6747454306000003,0.6126288684185993,0,0,2.200522193,2.6920953,6.122147519,2.4887075715,5.072451044
Mustang,2014-07-22,28.9,83.8,4.652253429,63.24629001,5.988791639,72.59197257,2.39821032,-2.99645983,8.052370999,-2.207864141,10.2602678,1.776309602,2.295434357,4.906949706,0.592050947,4.31470934,2.265316786,4.361757022,0.734826911,3.627060745,2014,7,2.9970894839,0.3799710961480196,1,0,2.115254569,3.433727154,5.39467015,2.2803755715,4.634353364
Mustang,2018-09-30,28.9,83.8,3.595317287,63.23905908,5.269059081,72.97262582,0.51166302,-4.840262582,6.345295405,-4.311838074,10.65774617,-0.471575492,2.297002188,4.94190372,0.572844639,4.369299781,2.298140044,4.478118162,0.716630197,3.761597374,2018,9,1.0385689281000001,0.5282563764079855,1,0,2.39821032,4.652253429,5.351925602000001,2.2975711160000003,4.710010941
Myagdi,1981-01-01,28.4,83.6,2.31982376,79.24483681,7.483093995,56.46227154,13.10631201,3.232167102,18.87939295,8.722513055,10.15693864,12.43936684,2.190084856,4.699804178,0.404889034,4.294928198,2.192284595,4.09924282,0.521631854,3.577519582,1981,1,13.8546214095,1.19218268372436,0,1,0.51166302,3.595317287,9.874144908,2.1911847255,4.399523499
Myagdi,1985-03-12,28.4,83.6,2.002415144,79.26155352,7.19671671,52.42367493,14.0113577,2.629477807,20.0341188,9.357969974,10.67610313,13.50842689,2.289556136,4.894086162,0.428877285,4.465110966,2.274523499,4.243322454,0.555802872,3.687761097,1985,3,14.731029371,1.2847054179599042,0,0,13.10631201,2.31982376,11.381879893,2.2820398175,4.568704308
Myagdi,1989-05-22,28.4,83.6,1.921847258,79.27272193,7.570998695,53.37369452,14.17783943,3.179360313,20.12219974,9.670339426,10.45168407,13.88321149,2.306305483,4.980450392,0.424556136,4.556148825,2.288792428,4.293035248,0.553204961,3.739889034,1989,5,14.9349392995,1.30612791681709,0,0,14.0113577,2.002415144,10.998479117,2.2975489555,4.63674282
Myagdi,1993-08-01,28.4,83.6,1.488785901,79.26475849,7.394634465,51.35910574,14.17563969,2.63308094,20.25208877,9.593407311,10.65879896,13.87558094,2.318479112,5.065456919,0.420639687,4.644660574,2.292650131,4.366083551,0.538328982,3.827748042,1993,8,14.9151031365,1.3920216899236975,1,0,14.17783943,1.921847258,11.542558750000001,2.3055646215,4.715770235
Myagdi,1997-10-11,28.4,83.6,1.569706266,79.2720953,7.402317232,51.42862272,14.10691253,2.443981723,20.2195235,9.593100522,10.62630548,13.67939295,2.28386423,4.9675,0.413133159,4.554477807,2.232604439,4.224255875,0.527695822,3.696579634,1997,10,14.8471442532,1.373717161207597,0,0,14.17563969,1.488785901,11.662930807,2.2582343345,4.5958779375
Myagdi,2001-12-21,28.4,83.6,2.124007833,79.3157376,7.485326371,54.81974543,13.72320496,3.193041775,19.61503264,9.292251958,10.32289817,13.11139687,2.203015666,4.746129243,0.402108355,4.344001305,2.170737598,4.066109661,0.510345953,3.555822454,2001,12,14.4717375971,1.251171333013024,0,1,14.10691253,1.569706266,10.530163185,2.186876632,4.406119452
Myagdi,2006-03-02,28.4,83.6,3.479634465,79.29347258,8.361755875,61.64374674,13.79799608,5.045137076,19.22520235,9.564353786,9.660842037,13.08730418,2.116873368,4.443518277,0.418472585,4.025117493,2.112258486,3.828479112,0.525620104,3.302447781,2006,3,14.6341716675,0.9845096479327857,0,0,13.72320496,2.124007833,8.752859004000001,2.114565927,4.1359986945
Myagdi,2010-05-12,28.4,83.6,4.312813316,79.24837467,8.735117493,64.71854439,13.80151436,5.887330287,19.05177546,9.643505222,9.408178851,13.1938577,2.160600522,4.53982376,0.441240209,4.098472585,2.177310705,3.970828982,0.562650131,3.408270235,2010,5,14.675026109300001,0.8192329364784728,0,0,13.79799608,3.479634465,7.914184073,2.1689556135,4.255326371
Myagdi,2014-07-22,28.4,83.6,5.479973873,79.31553233,9.317224037,67.64749837,13.99659046,6.918314827,18.89560418,10.15792293,8.737642064,12.98568256,2.064173743,4.270842587,0.437753103,3.83291966,2.119418681,3.782945787,0.559790986,3.223024167,2014,7,14.9283128637,0.5939056930572915,1,0,13.80151436,4.312813316,7.0782756330000005,2.091796212,4.026894187
Myagdi,2018-09-30,28.4,83.6,4.108905908,79.39789934,8.580525164,68.64938731,12.5395186,5.803632385,17.58682713,8.626739606,8.960153173,11.44043764,1.982669584,4.124376368,0.388227571,3.735886214,2.030393873,3.645798687,0.498512035,3.147483589,2018,9,13.3975711164,0.8185541038885256,1,0,13.99659046,5.479973873,6.735886214999999,2.0065317284999997,3.8850875275
Nawalparasi,1981-01-01,27.6,84.0,2.476625326,92.4208812,9.314954308,48.8343799,21.70024151,8.829673629,27.90144256,16.76308747,11.13856397,21.24936031,2.298981723,4.135052219,0.782447781,3.352584856,2.95714752,4.567513055,1.077787206,3.489882507,1981,1,22.631736940800003,1.4413189186417952,0,1,12.5395186,4.108905908,12.870567881000001,2.6280646215,4.351282637000001
Nawalparasi,1985-03-12,27.6,84.0,2.264719321,92.40814621,9.031938642,46.70879243,22.50694517,8.236938642,28.82234334,17.37859661,11.44369452,22.1875718,2.351586162,4.23631201,0.802003916,3.434412533,2.997813316,4.630006527,1.104477807,3.525509138,1985,3,23.4101390342,1.5096915973441005,0,0,21.70024151,2.476625326,14.270006528000001,2.674699739,4.4331592685
Nawalparasi,1989-05-22,27.6,84.0,2.149667102,92.4147389,9.270372063,45.47545692,22.82381201,8.414164491,29.15325065,17.76177546,11.39149478,22.630953,2.410104439,4.287597911,0.832943864,3.454471279,3.088237598,4.723381201,1.177003916,3.546142298,1989,5,23.7508492163,1.5428637709205817,0,0,22.50694517,2.264719321,14.409647519000002,2.7491710185000002,4.505489556
Nawalparasi,1993-08-01,27.6,84.0,1.762721932,92.40877937,9.154125326,44.66030679,22.76414491,8.042682768,29.19267624,17.65567885,11.53695822,22.54751958,2.392421671,4.356422977,0.786618799,3.569765013,3.045359008,4.727885117,1.069386423,3.658622715,1993,8,23.6795574426,1.6177290730126952,1,0,22.82381201,2.149667102,14.721462141999998,2.7188903395,4.542154047
Nawalparasi,1997-10-11,27.6,84.0,1.850365535,92.42186031,9.289882507,45.8579765,22.47396214,8.116579634,28.82357702,17.56464099,11.25869452,22.15567885,2.317839426,4.19421671,0.769060052,3.425091384,2.926409922,4.524249347,1.047506527,3.476912533,1997,10,23.402950390700003,1.590867900899486,0,0,22.76414491,1.762721932,14.357382506,2.622124674,4.3592330285
Nawalparasi,2001-12-21,27.6,84.0,2.319967363,92.4822389,9.49598564,49.29508486,22.12785901,9.33368799,28.25146867,17.27837467,10.9732376,21.7116188,2.229654047,3.988831593,0.753296345,3.235267624,2.842101828,4.398191906,1.051018277,3.34714752,2001,12,23.077457574,1.4863618680716595,0,1,22.47396214,1.850365535,12.794171020000002,2.5358779375,4.1935117495
Nawalparasi,2006-03-02,27.6,84.0,3.685881201,92.44253264,10.60934073,56.09695822,22.0083094,11.20998695,27.64301567,17.45068538,10.19246084,21.50583551,2.118420366,3.771821149,0.713492167,3.058224543,2.715372063,4.193622715,0.99058094,3.203296345,2006,3,23.069243473,1.2113203300975814,0,0,22.12785901,2.319967363,10.798322450000002,2.4168962145,3.982721932
Nawalparasi,2010-05-12,27.6,84.0,4.246879896,92.39120104,11.05255222,59.0487859,21.97212141,12.14159922,27.43582245,17.5292624,9.906605744,21.51256527,2.152389034,3.910365535,0.721181462,3.188981723,2.763328982,4.32595953,1.011690601,3.314249347,2010,5,23.077376632,1.0987782711846288,0,0,22.0083094,3.685881201,9.83052219,2.457859008,4.1181625325
Nawalparasi,2014-07-22,27.6,84.0,5.041260614,92.44087524,11.69615937,60.3278968,22.25601568,13.00425865,27.48627694,18.0396081,9.446721097,21.47638145,2.105891574,3.699079033,0.70992162,2.989307642,2.772207707,4.289647289,1.014252123,3.275512737,2014,7,23.425631617,0.9503467712967013,1,0,21.97212141,4.246879896,9.25175703,2.4390496405000004,3.994363161
Nawalparasi,2018-09-30,27.6,84.0,3.909015317,92.60052516,10.94562363,61.35352298,20.97111597,12.30431072,26.34905908,16.79293217,9.556695842,20.20284464,2.041706783,3.629037199,0.677877462,2.950525164,2.687396061,4.249190372,0.94131291,3.307921225,2018,9,22.065678333,1.1332021422377725,1,0,22.25601568,5.041260614,8.66680525,2.364551422,3.9391137855
