District,Interval_Start,Latitude,Longitude,Precip,Pressure,Humidity_2m,RH_2m,Temp_2m,WetBulbTemp_2m,MaxTemp_2m,MinTemp_2m,TempRange_2m,EarthSkinTemp,WindSpeed_10m,MaxWindSpeed_10m,MinWindSpeed_10m,WindSpeedRange_10m,WindSpeed_50m,MaxWindSpeed_50m,MinWindSpeed_50m,WindSpeedRange_50m,Year,Month,Heat_Stress_Index,Drought_Index,is_monsoon,is_winter,temp_2m_lag1,precip_lag1,wetbulb_diff,avg_windspeed,max_avg_windspeed
Dhading,2018-09-30,27.7,85.2,2.919846827,84.03098468,9.328621444,64.23752735,15.83888403,7.942275711,21.05822757,11.88238512,9.175820569,15.09770241,1.988884026,4.15463895,0.484398249,3.670809628,2.158862144,3.832538293,0.661378556,3.171334792,2018,9,16.7717461744,1.1621879125099692,1,0,17.09615937,3.524258654,7.896608318999999,2.073873085,3.9935886215
Dhankuta,1981-01-01,27.0,87.3,2.398041775,81.91196475,8.501671018,60.12023499,14.5720235,5.560913838,20.31914491,10.20656005,10.11265013,14.25320496,2.248622715,4.995828982,0.438942559,4.556990862,2.285953003,4.404210183,0.595345953,3.808903394,1981,1,15.4221906018,1.2244551920964009,0,1,15.83888403,2.919846827,9.011109661999999,2.267287859,4.7000195824999995
Dhankuta,1985-03-12,27.0,87.3,2.270998695,81.9254047,8.454654047,58.63366188,15.34389034,5.679184073,21.15362272,10.85016319,10.30360966,15.17332245,2.291174935,4.980652742,0.468929504,4.511690601,2.322441253,4.36714752,0.638302872,3.728844648,1985,3,16.1893557447,1.2748459386472257,0,0,14.5720235,2.398041775,9.664706267,2.306808094,4.673900131
Dhankuta,1989-05-22,27.0,87.3,1.956827676,81.94012402,8.524033943,57.01243473,15.49364883,5.525489556,21.3587859,10.98231723,10.37644256,15.49438642,2.335894256,5.051586162,0.476272846,4.575411227,2.358955614,4.401266319,0.66035248,3.740685379,1989,5,16.3460522243,1.342094813732369,0,0,15.34389034,2.270998695,9.968159274,2.3474249350000003,4.7264262405
Dhankuta,1993-08-01,27.0,87.3,1.480646214,81.92616841,8.240763708,53.83437337,15.72356397,4.841227154,21.82848564,11.07609661,10.75252611,15.81610966,2.38502611,5.251037859,0.460326371,4.790711488,2.402630548,4.614477807,0.633074413,3.981546997,1993,8,16.5476403408,1.4441178628309916,1,0,15.49364883,1.956827676,10.882336816,2.3938283289999998,4.932757833
Dhankuta,1997-10-11,27.0,87.3,1.551586162,81.93468668,8.536148825,56.60640992,15.52415144,5.303074413,21.54129243,11.09781984,10.44343995,15.47772846,2.314667102,5.114347258,0.456331593,4.658015666,2.320946475,4.455365535,0.632584856,3.82267624,1997,10,16.3777663225,1.4235326443069911,0,0,15.72356397,1.480646214,10.221077027,2.3178067885,4.7848563965
Dhankuta,2001-12-21,27.0,87.3,2.07558094,81.9851893,8.7820953,61.31801567,15.0697846,6.385254569,20.84461488,10.78112924,10.06368799,14.91738903,2.222669713,4.902369452,0.433916449,4.468400783,2.23444517,4.252911227,0.601612272,3.651220627,2001,12,15.94799413,1.3046985952308594,0,1,15.52415144,1.551586162,8.684530031000001,2.2285574415,4.5776403395
Dhankuta,2006-03-02,27.0,87.3,2.437976501,81.95544386,9.181736292,63.28086162,15.44333551,7.135032637,21.05084204,11.21472585,9.836122715,15.35426893,2.214347258,4.849477807,0.43477154,4.414667102,2.222186684,4.205665796,0.595469974,3.610182768,2006,3,16.361509139200002,1.2449428254304173,0,0,15.0697846,2.07558094,8.308302873,2.2182669710000003,4.527571801500001
Dhankuta,2010-05-12,27.0,87.3,3.167761097,81.89949086,9.540522193,65.83456919,15.3430483,7.697617493,20.75373368,11.21921018,9.534660574,15.12904047,2.18325718,4.757056136,0.453453003,4.303766319,2.224640992,4.210639687,0.615842037,3.595006527,2010,5,16.2971005193,1.096805279366635,0,0,15.44333551,2.437976501,7.645430806999999,2.2039490859999997,4.4838479115
Dhankuta,2014-07-22,27.0,87.3,3.237015023,81.96728935,10.25982364,69.32991509,15.77133246,9.06525147,20.73957544,12.04153494,8.698145003,15.38645983,2.19572175,4.736250816,0.45649902,4.279647289,2.284350098,4.253246244,0.629797518,3.623670803,2014,7,16.797314824,1.097024982933322,1,0,15.3430483,3.167761097,6.70608099,2.240035924,4.49474853
Dhankuta,2018-09-30,27.0,87.3,2.626827133,82.06363239,9.406323851,68.81645514,14.50277899,7.810175055,19.70886214,10.59914661,9.109890591,14.05820569,2.103479212,4.62190372,0.40678337,4.21547046,2.166345733,4.12643326,0.557724289,3.568840263,2018,9,15.4434113751,1.1767816240270088,1,0,15.77133246,3.237015023,6.692603934999999,2.1349124725,4.37416849
Dhanusa,1981-01-01,26.7,85.9,2.553498695,97.90311358,10.44334204,48.5435248,24.64160574,11.44204308,31.30200392,19.21921671,12.08298956,24.68449086,2.754934726,4.431096606,1.192069191,3.238981723,3.993759791,5.862832898,1.777291123,4.085776762,1981,1,25.685939943999998,1.521981844436059,0,1,14.50277899,2.626827133,13.19956266,3.3743472585000003,5.146964752
Dhanusa,1985-03-12,26.7,85.9,2.957715405,97.88182115,10.55883159,49.75008486,25.18381854,11.75721932,31.70996084,19.74138381,11.96830287,25.26765666,2.768903394,4.442754569,1.193302872,3.249601828,4.00997389,5.901866841,1.786533943,4.115515666,1985,3,26.239701699,1.4594246486384108,0,0,24.64160574,2.553498695,13.42659922,3.389438642,5.172310705
Dhanusa,1989-05-22,26.7,85.9,2.106781984,97.88265666,10.29734987,44.36301567,25.93038512,10.99125326,32.62883159,20.32590731,12.30303525,26.21967363,2.882989556,4.613002611,1.26035248,3.352539164,4.111964752,6.074667102,1.888120104,4.186494778,1989,5,26.960120107,1.6526872762994445,0,0,25.18381854,2.957715405,14.93913186,3.497477154,5.3438348565
Dhanusa,1993-08-01,26.7,85.9,2.252258486,97.87481723,10.36686031,45.66785248,25.64888381,10.94308747,32.39680157,20.21924935,12.17737598,25.85762402,2.822806789,4.620763708,1.200195822,3.420567885,4.062721932,6.002996084,1.821168407,4.18171671,1993,8,26.685569841,1.614629012566168,1,0,25.93038512,2.106781984,14.705796340000001,3.4427643605,5.311879896000001
Dhanusa,1997-10-11,26.7,85.9,2.119575718,97.89173629,10.71477807,48.07437337,25.20761097,11.42573107,31.86616841,19.89975196,11.96657311,25.35439295,2.79131201,4.441403394,1.217049608,3.224490862,4.011292428,5.886468668,1.830920366,4.055411227,1997,10,26.279088777000002,1.6265767662596535,0,0,25.64888381,2.252258486,13.781879900000002,3.4013022189999997,5.163936031
Dhanusa,2001-12-21,26.7,85.9,2.483381201,97.96511749,11.00997389,51.61689295,24.81181462,12.87075065,31.24905352,19.58851175,11.66037859,24.87564621,2.653361619,4.255110966,1.136546997,3.11866188,3.85497389,5.733805483,1.709582245,4.02424282,2001,12,25.912812009,1.5414514207430745,0,1,25.20761097,2.119575718,11.94106397,3.2541677545,4.994458224500001
Dhanusa,2006-03-02,26.7,85.9,3.446246736,97.91443211,11.76855091,55.74777415,24.89483681,13.95610313,30.96834204,19.88833551,11.07995431,24.91090078,2.545137076,4.061129243,1.115163185,2.945835509,3.712617493,5.495065274,1.674334204,3.820587467,2006,3,26.071691901,1.3530238098225364,0,0,24.81181462,2.483381201,10.93873368,3.1288772845,4.7780972585
Dhanusa,2010-05-12,26.7,85.9,3.367428198,97.85854439,11.97900131,56.98401436,24.83483681,14.34105091,30.95268277,19.7944517,11.15819191,24.98733029,2.722408616,4.325992167,1.312682768,3.013361619,4.015065274,5.79022846,1.981305483,3.80886423,2010,5,26.032736941,1.3667131048081287,0,0,24.89483681,3.446246736,10.493785899999999,3.368736945,5.0581103135
Dhanusa,2014-07-22,26.7,85.9,3.24930111,97.89689092,12.57514043,56.85436969,25.47322012,15.04085565,31.42920967,20.67827564,10.75083605,25.39425865,2.609372959,4.193102547,1.146603527,3.046603527,3.837387329,5.672834749,1.759170477,3.913847159,2014,7,26.730734163,1.4109808481749808,1,0,24.83483681,3.367428198,10.432364470000001,3.223380144,4.932968647999999
Dhanusa,2018-09-30,26.7,85.9,2.448993435,98.08223195,11.48345733,55.32989059,24.53901532,13.90428884,30.74037199,19.61660832,11.12391685,24.58676149,2.62345733,4.22107221,1.177811816,3.043522976,3.862954048,5.777899344,1.776870897,4.001159737,2018,9,25.687361053,1.5393811770404993,1,0,25.47322012,3.24930111,10.634726480000001,3.243205689,4.999485777
Dolkha,1981-01-01,27.6,86.2,1.588577023,70.5706201,6.152415144,59.77825065,7.002741514,-1.5075,12.9488577,2.54828329,10.40084204,6.842447781,2.401977807,5.486644909,0.468831593,5.017859008,2.30348564,4.717565274,0.585450392,4.132062663,1981,1,7.6179830284,1.138292330034346,0,1,24.53901532,2.448993435,8.510241514,2.3527317235,5.1021050915
Dolkha,1985-03-12,27.6,86.2,1.592650131,70.6060248,6.154353786,58.58962794,7.721801567,-1.268701044,13.67381201,3.179810705,10.49407311,7.682362924,2.442460836,5.446011749,0.495483029,4.950528721,2.334046997,4.657571802,0.614778068,4.042787206,1985,3,8.3372369456,1.160933538782055,0,0,7.002741514,1.588577023,8.990502611,2.3882539165,5.0517917755
Dolkha,1989-05-22,27.6,86.2,1.295065274,70.61488903,6.335502611,57.92986292,7.965842037,-1.01310705,14.02376632,3.430593995,10.59311358,8.23328329,2.504778068,5.629086162,0.468694517,5.160509138,2.363785901,4.77229765,0.582023499,4.190502611,1989,5,8.5993922981,1.227964644862642,0,0,7.721801567,1.592650131,8.978949087,2.4342819845,5.200691905999999
Dolkha,1993-08-01,27.6,86.2,1.113165796,70.60634465,6.25022846,56.41642298,7.972310705,-1.43020235,14.13051567,3.377206266,10.75330287,8.237003916,2.505274151,5.712180157,0.450215405,5.261546997,2.361409922,4.85883812,0.557441253,4.301344648,1993,8,8.597333551,1.2642838343759903,1,0,7.965842037,1.295065274,9.402513055,2.4333420365,5.2855091385
Dolkha,1997-10-11,27.6,86.2,1.147872063,70.6143799,6.247832898,56.15498042,8.04151436,-1.590013055,14.16946475,3.565359008,10.60406005,8.148381201,2.455345953,5.601090078,0.463720627,5.137389034,2.314105744,4.750698433,0.57462141,4.176096606,1997,10,8.6662976498,1.2596512600827785,0,0,7.972310705,1.113165796,9.631527415,2.3847258485,5.1758942555
Dolkha,2001-12-21,27.6,86.2,1.616096606,70.64686031,6.36156658,60.61457572,7.527212794,-0.897310705,13.47415796,3.115789817,10.35834204,7.382317232,2.390796345,5.367715405,0.480633159,4.887140992,2.270169713,4.565548303,0.594477807,3.971031332,2001,12,8.163369452000001,1.1499333958734654,0,1,8.04151436,1.147872063,8.424523499000001,2.330483029,4.966631854
Dolkha,2006-03-02,27.6,86.2,1.933453003,70.63772846,6.767389034,63.44511749,7.971024804,0.08522846,13.69793081,3.639725849,10.0580483,7.904288512,2.388374674,5.295972585,0.501801567,4.794164491,2.281063969,4.503237598,0.618603133,3.884556136,2006,3,8.6477637074,1.1014095261755794,0,0,7.527212794,1.616096606,7.885796344,2.3347193214999997,4.8996050915
Dolkha,2010-05-12,27.6,86.2,2.366840731,70.59481723,7.046527415,66.24307441,7.863126632,0.719614883,13.44184073,3.528335509,9.913479112,7.779497389,2.421579634,5.314765013,0.513857702,4.800913838,2.338577023,4.584765013,0.646077023,3.938831593,2010,5,8.5677793735,1.0118604898009325,0,0,7.971024804,1.933453003,7.143511749,2.3800783285,4.949765013
Dolkha,2014-07-22,27.6,86.2,2.600372306,70.66757675,7.600091444,70.53009144,8.260097975,2.014343566,13.40458524,4.31163292,9.093004572,7.988785108,2.327289353,5.152390594,0.465480078,4.686995428,2.261306336,4.478229915,0.582325278,3.895983018,2014,7,9.0201071194,0.9784488429802413,1,0,7.863126632,2.366840731,6.245754409000001,2.2942978445,4.8153102545
Dolkha,2018-09-30,27.6,86.2,1.908030635,70.70954048,6.729212254,68.28205689,6.89131291,0.27249453,12.28763676,2.80595186,9.481728665,6.488315098,2.268752735,5.145164114,0.40678337,4.73868709,2.201728665,4.514135667,0.497921225,4.016455142,2018,9,7.5642341354,1.0712448272011972,1,0,8.260097975,2.600372306,6.61881838,2.2352407000000003,4.8296498905
Dolpa,1981-01-01,29.0,82.9,1.78593342,61.92314621,4.580234987,62.33289164,0.051997389,-6.554993473,6.471788512,-5.010672324,11.48246736,-0.225065274,2.516318538,5.615156658,0.502408616,5.112637076,2.58212141,5.25174282,0.634804178,4.616925587,1981,1,0.5100208877,0.8724404393009589,0,1,6.89131291,1.908030635,6.606990862,2.549219974,5.433449739
Dolpa,1985-03-12,29.0,82.9,1.568779373,61.98087467,4.472075718,57.73263055,1.125013055,-6.601781984,7.796684073,-4.165150131,11.96151436,1.334046997,2.623994778,5.866063969,0.499830287,5.366129243,2.662310705,5.450567885,0.622793734,4.828022193,1985,3,1.5722206268,0.9505397672195122,0,0,0.051997389,1.78593342,7.726795039,2.6431527415,5.658315927
Dolpa,1989-05-22,29.0,82.9,1.165541775,61.98604439,4.679366841,56.74592689,1.710437337,-6.233622715,8.434334204,-3.481729765,11.91603786,2.375966057,2.720463446,6.129020888,0.493642298,5.635359008,2.745966057,5.660032637,0.623988251,5.036129243,1989,5,2.1783740211,1.0496767283862813,0,0,1.125013055,1.568779373,7.944060052,2.7332147515000003,5.8945267625
Dolpa,1993-08-01,29.0,82.9,0.873903394,61.97434726,4.581925587,54.41681462,1.75883812,-6.697761097,8.608759791,-3.391631854,12.0004047,2.482584856,2.726475196,6.289112272,0.465430809,5.823857702,2.733655352,5.791664491,0.591344648,5.200280679,1993,8,2.2170306787,1.1091472836997822,1,0,1.710437337,1.165541775,8.456599217,2.730065274,6.0403883815
Dolpa,1997-10-11,29.0,82.9,1.080248042,61.98900131,4.498505222,53.31608355,1.691422977,-7.108890339,8.557617493,-3.518740209,12.07641645,2.202708877,2.674125326,6.128355091,0.476403394,5.652056136,2.693237598,5.646886423,0.601723238,5.045339426,1997,10,2.1412734992,1.0659880019690093,0,0,1.75883812,0.873903394,8.800313316,2.683681462,5.8876207570000005
Dolpa,2001-12-21,29.0,82.9,1.593701044,62.01003264,4.530032637,57.49312663,1.026155352,-6.709889034,7.658355091,-4.150319843,11.80872063,1.171951697,2.580124021,5.791873368,0.491690601,5.300398172,2.617911227,5.358557441,0.613368146,4.745130548,2001,12,1.4791586156999998,0.9423687380792349,0,1,1.691422977,1.080248042,7.736044386,2.599017624,5.5752154045
Dolpa,2006-03-02,29.0,82.9,2.601781984,62.0201893,5.033178851,64.07284595,1.226370757,-5.1279047,7.339543081,-3.745137076,11.08436031,1.193146214,2.446279373,5.440659269,0.488237598,4.952584856,2.507160574,5.051729765,0.60944517,4.442251958,2006,3,1.7296886421,0.7487874398449269,0,0,1.026155352,1.593701044,6.354275457,2.4767199735,5.246194517
Dolpa,2010-05-12,29.0,82.9,2.933668407,61.9806658,5.335724543,68.51056136,1.058955614,-4.392291123,7.040718016,-3.866109661,10.90699086,0.948237598,2.547624021,5.550920366,0.517003916,5.033798956,2.629856397,5.206762402,0.655502611,4.55118799,2010,5,1.5925280683,0.6774461283642166,0,0,1.226370757,2.601781984,5.451246737,2.588740209,5.378841383999999
Dolpa,2014-07-22,29.0,82.9,2.765003266,62.05943828,5.581783148,68.40873285,1.86268452,-3.689418681,7.804741999,-2.866074461,10.6710516,1.823455258,2.501508818,5.48988243,0.525754409,4.964245591,2.581528413,5.119203135,0.660097975,4.459000653,2014,7,2.4208628348,0.7371382012079235,1,0,1.058955614,2.933668407,5.5521032009999995,2.5415186155000002,5.3045427825
Dolpa,2018-09-30,29.0,82.9,2.335689278,62.04597374,4.8702407,69.645186,-0.311181619,-5.532341357,5.657002188,-5.260678337,10.91770241,-0.965054705,2.408971554,5.346214442,0.456455142,4.889934354,2.51678337,5.088161926,0.569628009,4.518949672,2018,9,0.175842451,0.7514664346950745,1,0,1.86268452,2.765003266,5.221159738,2.462877462,5.217188183999999
Doti,1981-01-01,29.2,80.9,2.073870757,83.468453,7.649406005,51.04317885,15.89298303,4.475894256,22.53358355,10.47239556,12.06124021,15.06888381,2.186011749,4.263831593,0.487708877,3.776305483,2.484536554,4.254673629,0.643022193,3.611710183,1981,1,16.6579236305,1.3318839511651452,0,1,-0.311181619,2.335689278,11.417088774,2.3352741515,4.259252611
Doti,1985-03-12,29.2,80.9,1.859125326,83.4770235,7.243577023,46.19398825,16.97283943,3.596429504,23.84065274,11.22255875,12.61808094,16.27413185,2.251181462,4.457506527,0.483942559,3.973322454,2.538903394,4.420221932,0.63752611,3.782669713,1985,3,17.6971971323,1.4097282408047191,0,0,15.89298303,2.073870757,13.376409926000001,2.395042428,4.4388642295
Doti,1989-05-22,29.2,80.9,1.407584856,83.48437337,7.544406005,46.20112924,17.28133159,4.047519582,24.12920366,11.7154047,12.41391645,16.88726501,2.268531332,4.588766319,0.462056136,4.126488251,2.538616188,4.506925587,0.61368799,3.89308094,1989,5,18.0357721905,1.5094224195566435,0,0,16.97283943,1.859125326,13.233812008000001,2.40357376,4.5478459529999995
Doti,1993-08-01,29.2,80.9,1.206951697,83.47741514,7.621037859,46.21449086,17.23477154,4.035267624,24.08370104,11.72139034,12.36234334,16.84444517,2.278218016,4.644862924,0.451553525,4.19310705,2.535274151,4.55578329,0.596390339,3.959295039,1993,8,17.9968753259,1.547731012295234,1,0,17.28133159,1.407584856,13.199503916000001,2.4067460835,4.6003231069999995
Doti,1997-10-11,29.2,80.9,1.401964752,83.48560705,7.47020235,45.67122715,16.9787141,3.431605744,23.90503264,11.49145561,12.41372715,16.38172324,2.238446475,4.497441253,0.466390339,4.031031332,2.487127937,4.374046997,0.609882507,3.763890339,1997,10,17.725734335000002,1.5006691859965526,0,0,17.23477154,1.206951697,13.547108356,2.362787206,4.435744124999999
Doti,2001-12-21,29.2,80.9,1.989875979,83.53056789,7.606357702,49.1402611,16.67370757,4.363028721,23.28584856,11.32637728,11.95973238,15.89109008,2.172114883,4.274301567,0.466129243,3.8079047,2.449680157,4.225972585,0.610535248,3.615796345,2001,12,17.4343433402,1.3740181927279005,0,1,16.9787141,1.401964752,12.310678849000002,2.31089752,4.250137076
